매장명,주소,위도,경도
물금백호마을점,경남 양산시 물금읍 백호2길 48 1층,35.3174965875244,128.997192812525
사송점,경남 양산시 동면 내송내안2길 25 1층 105호,35.3193267879482,129.066375658873
어곡점,경남 양산시 어실로 152 어곡동 177-1,35.3741926560195,129.027338871991
덕계시장점,경남 양산시 덕계로 30 1층,35.371064918913,129.148885398606
양산천성점,경남 양산시 소주회야1길 8 1층18호,35.407942304886,129.158539904864
양산신평점,경남 양산시 하북면 신평로 29 1층,35.4908696496392,129.086714077463
양산평산점,경남 양산시 평산로 33 1층 103호,35.3814672877152,129.15132177998
양산산막공단점,경남 양산시 상북면 소노길 48 1층,35.3768328953926,129.056051871049
양산시립박물관점,경남 양산시 북정로 98 105동 1층 106호,35.3604823532786,129.049410960903
양산덕계점,경남 양산시 신덕계3길 36 1층,35.3741034721885,129.162125319378
부산대양산캠퍼스역점,경남 양산시 물금읍 부산대학로 150 대한빌딩 108호 1층 108호,35.3157680234589,129.011440489036
양산웅상점,경남 양산시 삼호로 75 101호 1층 101호,35.4075889449921,129.172392835048
양산경찰서점,경남 양산시 물금읍 신주3길 24 1층,35.3375298761445,129.015847946994
오봉점,경남 양산시 물금읍 오봉로 184 현대아파트 상가동 1층 105호,35.3341296331449,129.007459123275
교동점,경남 양산시 황산로 919 하삼동커피 교동점 1층,35.3443074024535,129.02708935619
양산남양산점,경남 양산시 물금읍 청운로 354 1층,35.327228100111,129.016903342364
가촌서로점,경남 양산시 물금읍 가촌서6길 18 1층 103호,35.3203811183784,128.990892966547
양산대방점,경남 양산시 물금읍 새실로 116 대방노블랜드6차 상가 1층 101호,35.3118347489622,129.002099910308
양산부산대학병원점,경상남도 양산시 물금읍 동중1길 5  1층,35.3290748435929,129.003949766306
증산점,경상남도 양산시 물금읍 청운로 188 1층 116호 (나래시티),35.3166615142171,129.003328377814
범어점,경남 양산시 물금읍 범어로 32 1층 하삼동커피 1층,35.3308464637045,129.012038784316
물금이지점,경남 양산시 물금읍 물금로 75 이지더원 그랜드파크 상가동 136호,35.3129919363295,128.989649773835
가촌증산역점,경남 양산시 물금읍 야리1길 17 증산타워 1층 109호,35.3106853066488,129.007578147193
북정점,경남 양산시 북정로 25 1층,35.3590057712418,129.043121197837
신기점,경남 양산시 중앙로 250 1동 105호,35.3524811114103,129.041775462028
양산남부시장점,경남 양산시 삼일로 82 1층,35.3437611666779,129.036294524121
양산중부점,경남 양산시 양산역1길 24 1층 105호,35.3369873610905,129.027672097073
남부점,"경상남도 양산시 양주로 97, 상가동 (남부동, 양산신도시쌍용아파트) 1층 106호",35.333764662314,129.030190788306
남부동원점,경남 양산시 양주로 38 1층 하삼동커피 남부동원점 1층,35.331445876801,129.027472273491
석산점,경남 양산시 동면 금오13길 54 석산프라자 1층 105호,35.3204450955147,129.024727479809
동면점,경남 양산시 동면 금오2길 77 1층 103호,35.3152671826407,129.025034514249
화전공단점,부산광역시 강서구 화전산단4로5 1층좌측일부(녹산동),35.1111645951428,128.878688795299
부산강동점,부산광역시 강서구 제도로761-3 1층,35.1805303472136,128.918056352627
미음점,부산광역시 강서구 미음산단로295번길 6 2동 1층,35.1504656603176,128.860938473151
녹산공단점,부산광역시 강서구 녹산산단232로 38-3 4동 101호,35.0853068194146,128.842495700007
범방점,부산광역시 강서구 범방3로29번길 39 1층 108호 중 일부(범방동),35.1477073788229,128.879875807284
굿모닝힐점,부산광역시 북구 덕천로276번길 60 상가동 106호,35.2058687951711,129.033190025409
덕천점,북구 만덕대로 19 1층,35.2107612893052,129.007124034687
주감점,부산광역시 사상구 백양대로494번길 12 107동 101호(주례동),35.1543514012538,128.998516745368
덕포시장점,부산광역시 사상구 사상로291 1층(덕포동),35.1708566459989,128.982652757098
감전점,부산광역시 사상구 괘감로 103 1층(감전동),35.1572059834742,128.986035990744
부산벤처타워점,"부산광역시 사상구 모라로 22 ,105호(모라동, 부산벤처타워)",35.1909071876104,128.984728051833
모라점,부산 사상구 모라동 424-3 1층,35.1854225686349,128.992113053386
구덕점,"부산광역시 사상구 학감대로 127 2층(학장동, 문성빌딩)",35.1423775163074,128.987851931138
신주례점,부산 사상구 주례동10-21번 반도보라상가 105호,35.1533518187742,129.011309881071
괘법점,부산광역시 사상구 사상로223번길 70 101호(괘법동),35.1652036722819,128.979424064321
주례점,부산광역시 사상구 가야대로272 1층(주례동),35.1500465867152,129.002264962324
부산학장점,부산광역시 사상구 대동로 83 2층(학장동),35.1377744418534,128.977331604565
엄궁점,부산광역시 사상구 엄궁북로 26 1층 (엄궁동),35.1282966423461,128.973124505531
덕포점,부산 사상구 덕상로 11 1층,35.1726138107705,128.988820573716
감천항점,부산광역시 사하구 원양로 324 1층,35.0799980411353,129.005651512872
하단SK뷰점,부산광역시 사하구 하신번영로 407 101호(하단동),35.1173713913793,128.960306109148
감천우리마트점,부산광역시 사하구 옥천로5 1층,35.0881146228059,129.005079848993
장림경희병원점,"부산광역시 사하구 다대로 321 나동 1층(장림동, 경희병원)",35.0735320338169,128.976835933848
다대포항점,부산광역시 사하구 윤공단로 6 1층,35.0545668296383,128.970120031393
신평2동점,부산광역시 사하구 하신중앙로 184 108호,35.0952561966152,128.962319754487
괴정뉴코아점,"부산광역시 사하구 사하로 189 상가동 108호(괴정동, 괴정어반푸르지오)",35.0984712132069,128.993446662412
롯데캐슬블루점,부산광역시 사하구 다송로 23 101호,35.0660759887624,128.982821920306
감천점,부산광역시 사하구 사하로197번길 39 1층,35.09854163489848,128.99133921689548
장림역점,부산광역시 사하구 다대로247 1층(장림동),35.080303443024,128.977561608179
구평점,"부산광역시 사하구 서포로30번길 8 109호(구평동, 사하 센트럴파크)",35.082781874764,128.98566640902
부산다대포해수욕장역점,부산광역시 사하구 다대동 1548-37 105호 (몰운대종합시장상가),35.0487712466506,128.964621055572
하단오거리점,부산광역시 사하구 낙동대로 474 1층(하단동),35.1071397115375,128.968187999996
하단점,부산광역시 사하구 낙동남로 1401-1 1층(하단동),35.1065337551502,128.965033650743
사하괴정점,"부산광역시 사하구 낙동대로 271 2층 201호 (괴정동, 신동양상가)",35.0988602475043,128.987048251903
신평역점,부산광역시 사하구 하신번영로201 1층(신평동),35.0988569345044,128.958383758974
괴정대티점,부산 사하구 낙동대로 154 괴정동) 1층,35.1030719244417,128.999147547421
장림점,부산광역시 사하구 장림번영로 22(장림동) 1층,35.0809322673242,128.967738567386
다대롯데캐슬몰운대점,부산광역시 사하구 다대낙조2길 100 1층,35.0553797809279,128.964833086021
신평동매역점,부산광역시 신산로197 (신평동) 1층,35.0898348641573,128.976759596969
동아대점,부산광역시 사하구 낙동대로 548 1층 (하단동),35.1129514757904,128.96450484206
당리점,부산광역시 사하구 승학로 60 (당리동) 1층,35.1050609171967,128.974770879259
부산다대낫개점,"부산광역시 사하구 다송로72번길 63 103호 ,104호(다대동, 예원프라자)",35.0600603425673,128.980910412084
꽃마을점,"부산 서구 엄광산로 36 1,2층",35.1284510564355,129.008968025187
망미삼성아파트점,부산시 수영구 망미로22번길51 1층,35.1707958310973,129.10186070124
범천점,부산 부산진구 범일로 166 1층,35.1447559177191,129.059551742405
명지강변점,부산 강서구 명지새동네길2번길 1,35.1084928631943,128.930889510543
명지오션점,부산 강서구 명지오션시티4로 73 명지롯데프라자 1층 105호,35.0825554451096,128.903948573337
하버시티점,부산 동구 범일로 21 상가동 105호,35.1326704859309,129.057266019849
부산역점,부산 동구 대영로243번길 113,35.1167695639053,129.040163373548
민락수변공원점,부산 수영구 민락수변로 49 1동 107호,35.1536733907948,129.126149742635
광안역점,부산 수영구 장대골로19번길 4 남강 스위트홈 102호,35.1590054064556,129.110994961003
수영구청점,부산 수영구 광남로 36,35.1458943382703,129.11140937663
망미점,부산 수영구 과정로 69 1층,35.1775602013064,129.107026577736
정원센텀점,부산 수영구 수영로652번길 6 1층,35.1637227537511,129.114842691187
남천점,부산 수영구 황령대로489번길 22 1층,35.1388975532766,129.10829733701
수영점,부산 수영구 수영로 691-10 1,35.1682255382789,129.115445918125
광안점,부산 수영구 광안로45번길 2 101동 103호,35.155380384112,129.11734184579
부평깡통시장점,부산 중구 흑교로 18 1층,35.1011343329317,129.025311883853
중앙동40계단점,부산 중구 중앙대로81번길 3-1 1층,35.1048798644683,129.035640218351
남포점,부산 중구 구덕로48번길 2,35.0984780561504,129.030706360483
중앙대로점,부산 중구 중앙대로 143 1층,35.1103956960232,129.037247738518
광복점,부산 중구 광복로 38 1층,35.0991766364004,129.029130553286
동삼동점,부산 영도구 동삼로 63 1층,35.0788960183366,129.070180842057
영도점,부산 영도구 태종로 108 1층,35.0910086536597,129.042441723176
송도이진베이시티점,부산 서구 송도해변로 192 송도힐스테이트이진베이시티아파트 부대복리시설B동 110호,35.0787637032665,129.022924973587
동아대병원점,부산 서구 동대로19번길 32 301동 103호,35.1184561607383,129.019216891509
대신푸르지오점,부산 서구 고운들로 142 1층,35.1086438464717,129.014243122861
동아대부민캠퍼스점,부산 서구 구덕로 224 1층,35.1046093539225,129.020291023825
동대신동점,부산 서구 구덕로334번길 6 1층,35.1134630842466,129.016225521946
자갈치역점,부산 서구 구덕로 102-1,35.0969061398792,129.024387318787
동구청점,부산 동구 고관로 96-1 (수정동),35.1275325064109,129.045438882095
초량점,부산 서구 구덕로 224,35.1046093539225,129.020291023825
범일점,부산 동구 범일로102번길 7 1층,35.1392068612622,129.060428878359
부산진역점,부산 동구 고관로 149 1층,35.1309776724379,129.049379510899
용호데시앙점,부산 남구 용호로 219 1층,35.1127955209381,129.111160867632
용호메트로시티점,부산 남구 분포로 113 1005동 124호,35.1272669147748,129.109040555258
대연혁신점,부산 남구 수영로 345 115동 108호,35.1398875289479,129.103520204194
문현현대점,부산 남구 진남로 200-1 1층,35.1439672181012,129.077125413613
대연파크푸르지오점,"부산광역시 남구 홍곡로 360 (대연동, 대연파크푸르지오) 상가402동 104호",35.1253456097927,129.090820034146
용호사거리점,부산 남구 용호로 161 1층,35.1178751345869,129.111700499531
문현점,부산 남구 고동골로 29 111동109호,35.1389910752825,129.070457481676
감만점,부산 남구 석포로 20 1층,35.1221739389059,129.083189336869
못골점,부산 남구 못골로12번길 35 102호,35.135500166486,129.085748321882
용호본점,부산 남구 분포로 115 힐탑탑플레이스 B동 1층 104호,35.1321898048688,129.112724828547
부경대점,부산 남구 용소로 42-1 1층,35.1335033631007,129.100820616353
대연점,부산 남구 수영로250번길 22 1층,35.134556206497,129.094699641845
경원로점,경남 김해시 경원로 9 A동 1층,35.2390824539756,128.862010577875
능동점,경남 김해시 삼문동 71-4 1층,35.1961425201786,128.794138406993
안동푸르지오점,경남 김해시 안동길 31 108동 108호,35.2374639904214,128.912952864372
김해대동점,경남 김해시 대동면 동남로45번길 2-7 1층,35.237123660716,128.994278873072
명지국제신도시점,부산 강서구 명지국제8로 246 에이스프라자 104호,35.0977390492054,128.919619916682
김해큐시티점,경남 김해시 주촌면 선지로 59 일동미라주 더 네스트 상가 1층 105호,35.2306195378312,128.844950960025
장승포수변점,경남 거제시 장승포로 21 1층,34.8681632998734,128.726429435754
거제아이파크점,경남 거제시 수양로 110 지하4층 408호,34.8668926108096,128.649931365101
거제수월점,경남 거제시 수양로 454-4,34.8928791615765,128.641503731853
장승포점,경남 거제시 능포로2길 49 1층 102호,34.8753691789778,128.732159894279
청도점,경북 청도군 청도읍 청화로 188,35.6418916183719,128.745059002185
창녕부곡점,경남 창녕군 부곡면 온천중앙로 36,35.4392371325581,128.588371470246
창녕점,경남 창녕군 창녕읍 군청길 26,35.5422092863288,128.491947296167
밀양하남점,경남 밀양시 하남읍 수산복개길 2,35.3760605708833,128.710183443786
밀양가곡점,경남 밀양시 가곡7길 20 1층,35.4739959669615,128.765871697931
신삼문점,경남 밀양시 미리벌로3길 16 1층,35.4815861206051,128.746946387389
밀양도서관점,경남 밀양시 삼문중앙로6길 12-27,35.4865118197528,128.755768888181
김해한림점,경남 김해시 한림면 한림로 372 1층,35.3206493031704,128.802955533089
김해상동점,경상남도 김해시 상동면 동북로 465,35.3132609568358,128.967743161965
김해생림점,경남 김해시 생림면 봉림로 28 1층 3호,35.3268654808685,128.849261076835
진영에코시티점,경남 김해시 진영읍 진산대로 59-1 중흥에스클래시에코시티 상가동 1층,35.3101266357221,128.720353266188
김해무계점,경남 김해시 장유로307번길 15 111동 105호,35.2000279166252,128.816765296712
부곡월산점,경남 김해시 월산로 111-61 부곡프라자 101호,35.2033904046789,128.801011628494
삼방점,경상남도 김해시 삼안로 233 101호,35.2487516465119,128.910560862842
김해삼정점,경남 김해시 활천로29번길 2,35.2303772308344,128.893470582132
김해봉황점,경남 김해시 김해대로2324번길 54-27,35.2252914707934,128.876671717676
김해서상점,경남 김해시 가락로 81,35.2338384605456,128.88125900707
김해여래점,경남 김해시 진영읍 진영로 224,35.3024043831593,128.737422437398
구산점,경남 김해시 가락로 291 1층 104호,35.250901856245,128.872195319319
김해관동점,경상남도 김해시 율하카페길 3,35.176171792941,128.806769786672
분성마을점,경남 김해시 삼계로 241 화정마을2단지부영아파트상가 1층,35.2663321335273,128.867710191736
삼문점,경남 김해시 장유로334번길 75 1층,35.192241947523,128.810439491566
서희스타힐스점,경남 김해시 해반천로 280-1 하삼동커피 1층,35.2728447847507,128.865427976074
김해어방점,경남 김해시 활천로 187,35.2416634194469,128.900209880298
김해주촌점,경남 김해시 주촌면 천곡로 18 센텀두산위브더제니스 주상가 104호,35.2341306636518,128.837738232744
팔판점,경남 김해시 계동로23번길 17 1층,35.1779344903938,128.794763079437
장유CGV점,경남 김해시 삼문로 12 1층 102호,35.1919388028605,128.802126676431
율하원메이저점,경남 김해시 율하로 479-1 1층,35.1680992890191,128.825922094956
율하점,경남 김해시 율하3로 56 하삼동커피 율하점 1층,35.1726499080991,128.815396896981
진영점,경남 김해시 진영읍 김해대로361번길 8 굿프라임2 101호,35.307487586765,128.729799774658
장유코아점,경남 김해시 능동로149번길 6 104호 하삼동커피,35.2026098840375,128.807649466993
인제대점,경남 김해시 인제로200번길 5 하삼동커피 104호,35.2026098840375,128.807649466993
외동점,경남 김해시 내외중앙로 27 오로라빌딩 1층,35.232398368473,128.865899384144
김해시청점,경남 김해시 호계로422번길 2-1,35.2280740633346,128.885501037018
내동점,경남 김해시 내외중앙로 69  에스제이테라스파크 1층 109호,35.236121881609,128.866618898198
