매장명,주소,구,위도,경도
부평아이즈빌점,인천광역시 부평구 마장로 473 (청천동) 1층,부평구,37.5204811372368,126.70437568542
부평일신점,인천광역시 부평구 일신로14번길 3 (일신동) 1층,부평구,37.4836847283781,126.745307568766
갈산역점,인천 부평구 청천동  남광 센트렉스 1층 108호,부평구,37.518833,126.7080961
부평시장역점,인천 부평구 부평대로 71-1 (부평동)1충,부평구,37.4977265823508,126.72206755708
인천부개역점,인천 부평구 부개동  310-5,부평구,37.4867122157121,126.742034563571
부평삼산사거리점,인천광역시 부평구 평천로 388 광백빌딩지하 1층,부평구,37.5172684899188,126.733314322257
부평남부역점,인천 부평구 부평동  697-16,부평구,37.4887418899492,126.725008050515
부평삼산점,인천 부평구 삼산동  464-4(근영프라자),부평구,37.50723455146,126.733863383258
인천청천동점,인천광역시 부평구 청천동  180-4 대우프라자   대우프라자 114호,부평구,37.5132514979669,126.705633587924
부평동점,인천 부평구 부평동  185-8외 5필지 그랑프리110호,부평구,37.4907869644401,126.725228965642
계양로데오점,인천광역시 계양구 계산동  1081-10 명동빌딩   명동빌딩108호-110호,계양구,37.5359463119131,126.736894552577
계양이마트점,인천광역시 계양구 봉오대로 785 (작전동 (주)신세계 이마트 작전점 ),계양구,37.5310380372084,126.736896747731
인천박촌점,인천광역시 계양구 장제로 1013,계양구,37.5560487998765,126.745314428263
경인여대점,"인천광역시 계양구 경명대로1045번길 21-1 (계산동  ) 1층 일부, 2층 일부",계양구,37.5455093911024,126.722865224689
인천작전역점,"인천광역시 계양구 봉오대로 671 에이동 105,202호 (작전동, 우남푸르미아)",계양구,37.5310793731059,126.723710351781
인천장기점,"인천광역시 계양구 장기로 34, 103, 104호",계양구,37.5791989278267,126.73463934564
경인교대점,인천광역시 계양구 향교로 1,계양구,37.5383736045429,126.719249767381
인천계산중앙점,인천 계양구 경명대로 1147,계양구,37.5433529484843,126.734593323098
인천귤현점,인천 계양구 귤현길 6 (귤현동) 이디야커피,계양구,37.567658636802,126.747994104818
인천계양더프리미어점,인천 계양구 안남로 513 (효성동) 1층 일부호,계양구,37.5289034384824,126.710976673536
앰코K3점,"인천 계양구 아나지로 110 (효성동, 앰코테크놀로지코리아(주)) 이디야커피(엠코K3점)",계양구,37.5251148233445,126.704421997379
인천모다아울렛점,인천광역시 서구 북항로32번안길 50,서구,37.5099191232844,126.64772504066
인천오류지구점,"인천 서구 단봉로 97-7 110,111호 (오류동, 오류센터프라자)",서구,37.5965928471247,126.640239637607
인천대성베르힐점,인천 서구 새오개로111번안길 31 104호,서구,37.5224336596001,126.664852185603
인천블루텍점,인천 서구 보듬6로 10 1층,서구,37.5950297062188,126.613886147425
인천엠파크점,인천광역시 서구 봉수대로 158,서구,37.4896008667966,126.662843300388
인천가정점,인천 서구 봉오재3로 100 1층 105호,서구,37.5271691881189,126.670800424722
인천가좌역점,인천 서구 장고개로243번길 25 1층(가좌동),서구,37.4866578287119,126.676803703238
인천국제성모병원점,"인천 서구 심곡로100번길 31 (심곡동, 마리스텔라) 지하2층",서구,37.5424250954679,126.685630316228
인천원당점,인천 서구 원당동  희림타워1층 104호,서구,37.5924107,126.6938209
인천가좌점,인천 서구 가좌동  72-18,서구,37.4960100808557,126.682859490005
인천가정고점,인천 서구 석남동  470-10,서구,37.5128103487613,126.67866176602
인천검단사거리점,"인천광역시 서구 검단로 480 103,202호 (왕길동 검단리치웰프라자)",서구,37.6018003288816,126.657612083112
인천강화점,"인천 강화군 강화읍 강화대로 392 1층,2층",강화군,37.7455169368885,126.487636570478
인천강화동막점,인천 강화군 화도면 해안남로 1508 3층,강화군,37.5939294950409,126.455405060963
강화길상점,인천 강화군 길상면 길상로 294 1층 106호,강화군,37.6373903477386,126.494314122168
강화외포리점,인천 강화군 내가면 해안서로 1018,강화군,37.7053088604928,126.367457817729
인천영흥도점,"인천 옹진군 영흥면 영흥로 256 1층 101호, 103호",옹진군,37.2586558021384,126.484275759479
춘천신촌점,강원 춘천시 동내면 신촌리 431 1층,춘천시,37.8486100122322,127.762490119314
춘천만천점,강원 춘천시 동면 춘천순환로 328 1층,춘천시,37.8710187512258,127.76901891848
춘천봄내점,강원 춘천시 남춘로36번길 89 (퇴계동) 1층 102호,춘천시,37.8585110720545,127.738245502683
춘천소양강점,"강원 춘천시 신북읍 신샘밭로 655-1 신샘밭로 661 1,2층",춘천시,37.9301148672731,127.782837361352
춘천우두중앙점,"강원 춘천시 우두1길 25 (우두동) 1층 101호,102호",춘천시,37.9107133854872,127.738491897965
춘천삼악산호수케이블카점,강원 춘천시 서면 경춘로 1401-25 춘천시 서면 덕두원리 산 164-23,춘천시,37.8257139690801,127.659312246678
춘천포레스트점,강원 춘천시 옛경춘로 610 (온의동) 1층,춘천시,37.8530555496091,127.711494450882
춘천신북점,강원 춘천시 신북읍 신북로 228 1층,춘천시,37.9458416663949,127.751908492061
춘천스무숲길점,강원 춘천시 스무숲1길 81 (석사동) 1층,춘천시,37.8494565518057,127.749491873292
춘천동면점,강원 춘천시 동면 만천로 138 1층,춘천시,37.8826287335185,127.759500674787
춘천교대점,강원 춘천시 공지로 133 (석사동) 2동 1층,춘천시,37.857869781292,127.746377982731
춘천하이테크타워점,강원 춘천시 후석로420번길 7 (후평동) B동 107호,춘천시,37.8878781740342,127.745661460121
춘천엔타점,강원 춘천시 석사동 980 2층,춘천시,37.863391489229,127.748296233994
춘천삭주로점,강원 춘천시 삭주로 197-1 (후평동) 1층,춘천시,37.8869120000025,127.752164348927
춘천유앤아이점,강원 춘천시 동면 후만로 167,춘천시,37.8792834388412,127.762394887506
강대정문점,강원 춘천시 백령로 8 (효자동) 1층,춘천시,37.8652439876074,127.736176746802
춘천구봉산전망대점,강원 춘천시 동면 순환대로 1154-117,춘천시,37.8933878186296,127.777162306608
춘천봉의고교점,강원 춘천시 후석로 244 (후평동) 이디야커피 춘천봉의고교점,춘천시,37.8732781495716,127.752926648434
춘천삼천점,강원 춘천시 삼천동 152-1,춘천시,37.8687947165276,127.70516870633
춘천코레일점,"강원 춘천시 공지로 591 (근화동, 춘천역)",춘천시,37.8846833328824,127.716986362084
춘천롯데슈퍼점,"강원 춘천시 영서로 2195 (퇴계동, 롯데슈퍼) 1층",춘천시,37.8603213910738,127.728615215599
춘천메디컬타워점,강원 춘천시 영서로 2341 (온의동) 104호,춘천시,37.8683093741444,127.715874269492
남춘천IC점,강원 춘천시 남산면 김유정로 334 1층,춘천시,37.7422408087758,127.711121586853
춘천퇴계한주점,강원 춘천시 퇴계동 86-2,춘천시,37.8502745479206,127.737082611576
춘천통나무집닭갈비점,강원특별자치도 춘천시 신북읍 신샘밭로 763-1 1층,춘천시,37.933390940597,127.793707933518
춘천한숲시티점,강원특별자치도 춘천시 안마산로 107 1층,춘천시,37.8544979548148,127.727549002176
춘천터미널점,"강원 춘천시 춘주로 89 1층 103, 104호",춘천시,37.8622363545948,127.719866055314
춘천점,"강원 춘천시 시청길10번길 4-1 1층,2층",춘천시,37.8800784594936,127.728599759718
춘천석사점,강원 춘천시 퇴계농공로 10,춘천시,37.8523666967639,127.744030261075
춘천후평동점,강원 춘천시 후평동  457 번지 소라빌딩 104호,춘천시,37.8805737219149,127.750382265343
춘천퇴계점,강원 춘천시 퇴계동  395-79 1층,춘천시,37.8632004553188,127.731601043461
춘천장학점,강원 춘천시 동면 춘천로449번길 11 1층,춘천시,37.8936260715308,127.753839849191
강원대점,강원도 춘천시 서부대성로 245,춘천시,37.8726821852211,127.745294821138
춘천애막골점,강원도 춘천시 후석로186번길 18 (석사동) 1층,춘천시,37.8672978396464,127.754310119046
춘천우두동점,강원도 춘천시 충열로 39,춘천시,37.8994948026841,127.732738198022
춘천현대점,강원도 춘천시 춘천로269번길 1,춘천시,37.8801058791887,127.743051750343
춘천온의롯데캐슬점,강원도 춘천시 방송길 70,춘천시,37.8701588066372,127.716614869831
춘천거두점,강원 춘천시 동내면 춘천순환로 134 1층 101호,춘천시,37.8564942857123,127.7587608753
남춘천점,강원 춘천시 행촌로 47 1층,춘천시,37.8607132419982,127.725106917875
한림대점,강원 춘천시 교동  11-1 번지,춘천시,37.8832193042038,127.737666281562
춘천거두사거리점,강원 춘천시 동내면 춘천순환로 70,춘천시,37.8553624160142,127.751643555683
춘천중앙역점,강원 춘천시 우묵길52번길 24 1층(퇴계동),춘천시,37.8644111352966,127.724050370363
춘천낙원점,강원 춘천시 중앙로 110 낙원동 118-6,춘천시,37.8770235144142,127.722647684394
강원도청점,강원 춘천시 서부대성로 44 (요선동 8-7),춘천시,37.8831704127389,127.727906708383
춘천공지천점,강원 춘천시 수변공원길 11 2동 1층(삼천동),춘천시,37.8726467292822,127.70769343784
춘천의암호점,강원 춘천시 서면 박사로 734 1층,춘천시,37.8845019541366,127.683394243278
춘천사농동점,강원 춘천시 사우로 38 1층 101호(사농동),춘천시,37.9066986296167,127.728773378535
춘천학곡점,강원 춘천시 동내면 영서로 1783,춘천시,37.8358842319334,127.759757943534
춘천여고점,강원 춘천시 동면 만천양지길 93 (만천리) 이디야커피,춘천시,37.8875080402497,127.763959990665
춘천김유정역점,"강원 춘천시 신동면 김유정로 1417 (증리) 유정프라자 B동 1층 101-1호, 101-2호",춘천시,37.8178803305691,127.715200476872
원주반곡동점,강원 원주시 오리현길 16-9 1층,원주시,37.3386678902739,127.967788560565
원주치악로DI점,강원특별자치도 원주시 치악로 1435 (관설동) 2층,원주시,37.3139377400915,127.972119132809
원주우산점,강원 원주시 우산로 60 (우산동),원주시,37.3690535876132,127.936994752882
원주현충로점,"강원 원주시 현충로 11 (태장동) 101,102호",원주시,37.3568685958634,127.955066855488
원주한라비발디점,강원도 원주시 모란1길 75 (우산동) 1층 101호,원주시,37.3617350938683,127.932558175596
원주문막극동점,강원 원주시 문막읍 건등로 56-1 이디야커피,원주시,37.3144292744751,127.821593557867
원주기업도시점,"강원 원주시 지정면 신지정로 190 108,109호",원주시,37.3748452421119,127.872714536385
원주봉화산점,강원 원주시 바우골길 8 프렌티어스빌딩 1층 104호(단계동),원주시,37.355335750002,127.91789776329
원주홈플러스점,강원 원주시 치악로 1489,원주시,37.317720689854,127.967313231294
원주흥업점,강원 원주시 흥업면  남원로 85,원주시,37.303736025111,127.919953153936
원주중앙점,강원 원주시 무실로12번길 33 1층(일산동),원주시,37.3500050349378,127.94779194958
원주법원점,"강원 원주시 능라동길 48-1 1층 114호(무실동, 아트리움)",원주시,37.3341283216205,127.929722628789
원주단관점,강원 원주시 단구로 387 1층(단구동),원주시,37.3221384026627,127.956471381213
원주혁신건강보험공단점,강원 원주시 건강로 23 1층 105호(반곡동),원주시,37.3253240973355,127.987839769624
원주태장점,강원 원주시 흥양로51번길 11 1층(태장동),원주시,37.38484494165,127.952913266013
원주터미널점,강원 원주시 서원대로 168 2층,원주시,37.3439382253765,127.930100079083
원주무실점,강원도 원주시 시청로 70 1층,원주시,37.3373692240219,127.926414009014
원주단구동점,강원 원주시 단구동  남원로 528-31 신세계프라자 101호,원주시,37.3311308856919,127.94714586928
강릉회산점,강원 강릉시 회산로 372 (회산동) 1층 5호,강릉시,37.7410210956229,128.868387839741
강릉과학단지점,강원특별자치도 강릉시 과학단지로21번길 3-4 (대전동) 1~3층,강릉시,37.7951230452991,128.851919066162
주문진소돌점,강원특별자치도 강릉시 주문진읍 해안로 1929,강릉시,37.9018735375605,128.830215550982
강릉포남점,강원특별자치도 강릉시 하평1길 16-5 (포남동) 1층,강릉시,37.7711047166364,128.911990090377
강릉포남소공원점,강원특별자치도 강릉시 남구길18번길 23 (포남동) 1층,강릉시,37.7662587975909,128.907513626871
강릉올림픽파크점,강원특별자치도 강릉시 교동 456-5 1층,강릉시,37.7768517299731,128.896306723819
강릉남항진해변점,강원특별자치도 강릉시 공항길127번길 40 (남항진동) 1층,강릉시,37.7657478126263,128.952368324071
강릉아산병원점,강원특별자치도 강릉시 사천면 방동리 415-11,강릉시,37.8178576714026,128.855969456992
강릉남산초교점,강원특별자치도 강릉시 남산초교길25번길 1 (내곡동) 1층,강릉시,37.7453983449458,128.891276728128
강릉연곡영진점,강원특별자치도 강릉시 연곡면 연주로 186-4,강릉시,37.8715297666653,128.835498831832
강릉경포점,강원 강릉시 경포로463번길 23 (안현동),강릉시,37.8034507723963,128.902751145541
강릉원주대점,"강원 강릉시 죽헌길 7 (지변동, 강릉원주대학교) 강릉원주대학교 도서관 1층 북카페",강릉시,37.7657331772579,128.870217435979
강릉단오공원점,강원 강릉시 임영로 64 (노암동) 1층,강릉시,37.7481736064428,128.897057686357
강릉송정점,강원 강릉시 팔송길 1 (송정동) 1층,강릉시,37.7750867368386,128.932539028599
강릉중앙점,강원도 강릉시 금성로 58 (금학동  ) 남전빌딩 104호,강릉시,37.7520387894746,128.894968052037
강릉터미널점,강원 강릉시 하슬라로 24 (홍제동) 1층,강릉시,37.7552071875687,128.879262664534
정동진역점,강원 강릉시 강동면 정동역길 17 (정동진역) 이디야커피,강릉시,37.6913398885234,129.03282949125
강릉입암남부점,강원 강릉시 성덕포남로 74 (입암동) 1층,강릉시,37.7612897512117,128.917823871741
강릉사천점,강원 강릉시 사천면 진리해변길 68-14 (사천진리) 이디야커피,강릉시,37.8378109270232,128.876204064614
주문진점,강원도 강릉시 주문진읍 항구로 50 1층,강릉시,37.8931608478646,128.826971023663
세인트존스경포호텔점,"강원 강릉시 창해로 307 109호(강문동, 세인트존스호텔)",강릉시,37.7912800221661,128.920931923657
강릉입암점,강원 강릉시 강변로410번길 41,강릉시,37.7552141920356,128.910928979294
강릉내곡점,강원 강릉시 범일로 601 1층(내곡동),강릉시,37.7412867123943,128.879989822807
강릉옥천점,강원 강릉시 옥천로 62 1층,강릉시,37.7597700083119,128.899196854607
강릉올림픽선수촌점,"강원 강릉시 선수촌로 79-15 104호, 105호(홍제동)",강릉시,37.7578106546504,128.868732673093
강릉교동택지점,강원도 강릉시 솔올로 39,강릉시,37.7655423902201,128.877957691495
강릉CGV점,강원도 강릉시 경강로 2120 (옥천동 씨네몰 ),강릉시,37.7556355181026,128.898598015946
동해무릉계곡점,강원 동해시 삼화로 510 (삼화동),동해시,37.4638825835327,129.0225563775
동해북삼점,강원 동해시 효자남길 33-34 (쇄운동) 1층 105호,동해시,37.4889077972574,129.104494415603
동해추암점,강원 동해시 촛대바위길 20-1 (추암동) 1~2층,동해시,37.4775957131985,129.158966267098
동해망상해수욕장점,"강원특별자치도 동해시 동해대로 6188 (망상동, 해오름가족호텔) 이디야(동해망상해수욕장점)",동해시,37.5882787983417,129.096900613489
동해천곡점,강원특별자치도 동해시 중앙로 249 1층 103호(천곡동),동해시,37.5227383456378,129.113491841698
태백중앙점,강원 태백시 번영로 349 (황지동) 102호,태백시,37.1719379278583,128.99144680726
태백오투리조트점,"강원특별자치도 태백시 서학로 861 (황지동, 오투리조트) 황지동, 오투리조트",태백시,37.1706733779187,128.948085384031
속초중앙점,강원도 속초시 수복로 197-1,속초시,38.2052843241477,128.588646369949
속초교동점,강원도 속초시 중앙로 44,속초시,38.1998953062854,128.581426616799
속초해수욕장점,강원 속초시 해오름로 137,속초시,38.1868127408254,128.604975044985
속초대포항점,"강원 속초시 동해대로 3741 1,2층(대포동)",속초시,38.1694562180907,128.605727119478
속초조양동점,강원 속초시 조양로 213 1~2층(조양동),속초시,38.1889552325779,128.577054031154
속초동명항점,"강원 속초시 동명항길 49 (동명동) 1,2층",속초시,38.2119114999882,128.599439850747
속초로데오점,강원 속초시 중앙로 127 (금호동) 105호,속초시,38.202757765988,128.589973215454
속초여고점,"강원 속초시 동해대로 4280 (교동, 대운빌딩) 1층 3호",속초시,38.198604459299,128.572950685983
삼척교동점,강원 삼척시 청석로 59 (교동),삼척시,37.4481832626388,129.175488984106
삼척중앙점,강원 삼척시 대학로 30-1 (남양동),삼척시,37.443732059778,129.163541846229
삼척홈플러스점,"강원 삼척시 중앙로 258 (당저동, 홈플러스) 1층 이디야커피",삼척시,37.4464152710331,129.168305538129
삼척해변점,"강원 삼척시 새천년도로 513 (교동, 해변타운) 101호",삼척시,37.4655365000055,129.171908330185
삼척도계점,강원 삼척시 도계읍 도계우회로2길 8 (새롬아파트) 101동 지1층 상가3호,삼척시,37.2369674303312,129.046792576327
삼척장호항점,강원특별자치도 삼척시 근덕면 삼척로 2095 (장호프리자) 1층,삼척시,37.2833808928556,129.31350856275
홍천희망점,강원 홍천군 홍천읍 희망리 369,홍천군,37.6889196781318,127.880757443662
홍천연봉점,강원도 홍천군 연봉로 32,홍천군,37.6820054550994,127.877247843168
홍천제일점,강원 홍천군 홍천읍 공작산로 45,홍천군,37.6918634376249,127.897805483583
강원홍천서면점,강원특별자치도 홍천군 서면 한서로 2077,홍천군,37.6207146972483,127.667416777967
팔봉산점,강원특별자치도 홍천군 서면 한치골길 965 이디야커피(팔봉산점),홍천군,37.6951319729657,127.701808015761
강원둔내점,강원 횡성군 둔내면 둔방로3번길 3 이디야커피,횡성군,37.5129960368283,128.21157205302
강원영월점,강원 영월군 영월읍 중앙로 40-5 (영흥리) 1층 이디야커피,영월군,37.1830543509494,128.468334623142
대관령점,강원 평창군 대관령면 눈마을길 11 1층,평창군,37.6693214101477,128.709859795118
강원진부점,강원 평창군 진부면 진부중앙로 12 1층,평창군,37.6332101835538,128.554992808202
평창DI점,강원특별자치도 평창군 평창읍 평창중앙로 245 1~2F,평창군,37.3721412673122,128.394924244418
강원정선점,강원 정선군 정선읍 비봉로 55 1층,정선군,37.3813236606992,128.664385421518
동송터미널점,강원 철원군 동송읍 이평리 683-11,철원군,38.2071692808247,127.21846986954
철원와수리점,강원도 철원군 와수로181번길 25-21,철원군,38.2391512922328,127.438144632948
신철원터미널점,강원 철원군 갈말읍 삼부연로 9,철원군,38.1453154781485,127.308897449147
강원화천점,강원도 화천군 상승로 42-7 (화천읍  ),화천군,38.1046699941811,127.70444582986
강원사내점,강원도 화천군 사내로 41-2 (사내면) (이디야커피) 1층,화천군,38.0717269566777,127.521016204202
강원양구점,강원 양구군 양구읍 상리 333-3,양구군,38.1070622182515,127.989109208453
강원인제점,강원 인제군 인제읍 인제로 200-1,인제군,38.0691199419337,128.172700963764
고성경동대점,강원 고성군 토성면 봉포4길 18 이디야커피,고성군,38.253004765853,128.561747731362
고성간성점,강원특별자치도 고성군 간성읍 간성로 66 (요거프레소) 1층,고성군,38.3796058371207,128.467746917538
강원양양점,강원 양양군 양양읍 양양로 72 1층,양양군,38.0751001207118,128.62137969913
양양인구해변점,강원특별자치도 양양군 현남면 인구길 56-5 남쪽 1칸,양양군,37.9673238840921,128.761839753573
천안용암사거리점,충남 천안시 서북구 쌍용1길 21 포레스트빌딩 1층 102호,천안시,36.8013881246661,127.11923433132
천안의료원점,충남 천안시 동남구 충절로 537 1층 로비,천안시,36.7754882211639,127.179276126736
천안대로DT점,"충남 천안시 동남구 충절로 359-13 (삼룡동) 1,2충",천안시,36.7703431157798,127.260916521855
천안성정쌍용대로점,충남 천안시 서북구 쌍용대로 259 (성정동),천안시,36.8205537706381,127.135696831587
천안신부동점,충남 천안시 동남구 신부동 486-9,천안시,36.8176404934175,127.160707078213
천안쌍용로데오점,충남 천안시 동남구 천안여상로 3 (쌍용동) 1층,천안시,36.8047247863435,127.132493822509
천안청당중앙점,충남 천안시 동남구 청당5로 20 1층,천안시,36.779765071885,127.152822357196
천안쌍용중앙점,"충남 천안시 서북구 충무로 172 (쌍용동, 범양건영) 1층 102호",천안시,36.7940065781911,127.126468501505
천안목천점,충남 천안시 동남구 목천읍 신계리 139-1,천안시,36.7731806279733,127.208841795534
천안양당점,충남 천안시 서북구 직산읍 상덕로 147 1층,천안시,36.880235991717,127.121804777324
천안입장점,충남 천안시 서북구 입장면 성진로 834 1층,천안시,36.9151905876805,127.22308830784
천안성정중앙점,"충남 천안시 서북구 성정공원3길 4 (성정동, 학산리젠다빌 3차) 1층 106호",천안시,36.8261598433825,127.141338247074
천안대하마트점,"충남 천안시 서북구 월봉로 95 (쌍용동, 롯데마트) 1층",천안시,36.7998000403194,127.117660232955
천안성환점,"충남 천안시 서북구 성환읍 성환3로 3-7 101, 102호",천안시,36.9181758309368,127.134382284168
남서울대점,충남 천안시 서북구 성환읍 성월리 64-2,천안시,36.9120006483822,127.141808086906
천안월봉4로점,"충남 천안시 서북구 월봉11길 21 (쌍용동, 길상트럼프) 1층 A호",천안시,36.7899510864471,127.117446080963
천안성거길점,충남 천안시 서북구 성거읍 성거길 123 (대주프라자) 107호,천안시,36.8762735740133,127.202619483067
천안백석대점,충남 천안시 동남구 문암로 62 (안서동) 101호 201호,천안시,36.8404286734777,127.180557331885
천안불당동점,충남 천안시 서북구 불당11로 13 (불당동) 1층 104호,천안시,36.8047117511977,127.107749644505
두정역점,충남 천안시 서북구 1공단1길 52,천안시,36.8324040150032,127.147973897088
천안안서점,충남 천안시 동남구 중암2길 21 2층,천안시,36.8310462054552,127.176759961328
천안청당동점,"충남 천안시 동남구 청수11로 13-21 101, 102호(청당동)",천안시,36.7827528979151,127.155258038519
천안상명대점,충남 천안시 동남구 상명대길 32-1 1층(안서동),천안시,36.8325210927733,127.176425711518
천안두정점,충남 천안시 서북구 부성6길 8 101호(두정동),천안시,36.8356542621156,127.134430270075
천안불당신도시점,충남 천안시 서북구 불당32길 24 1층,천안시,36.8087333779163,127.105474651005
백석대북카페점,충남 천안시 동남구 문암로 76 백석생활관동 2층 201호,천안시,36.8446890329299,127.187526228138
천안직산점,"충청남도 천안시 서북구 삼은3길 10  1,2층",천안시,36.8785491689472,127.151970309675
천안신방동점,충남 천안시 동남구 신방동  1898번지,천안시,36.7734972878578,127.132683918619
공주신관점,충남 공주시 신관동  537-20,공주시,36.4729581295872,127.141588021787
동학사점,충청남도 공주시 동학사1로 266-16,공주시,36.3583105952213,127.237590172356
공주마곡사점,충남 공주시 사곡면 마곡사로 856 -,공주시,36.5574008023506,127.018358908837
보령동대점,충청남도 보령시 작은오랏5길 38  1층,보령시,36.3459539762223,126.604778872957
보령원산도점,충남 보령시 오천면 원산도3길 66 1층 이디야커피,보령시,36.3679342243586,126.424893560768
보령시청점,충남 보령시 흥곡천변로 21 (명천동) 105호,보령시,36.3357610925006,126.609343150219
아산삼성7라인점,충남 아산시 탕정면 삼성로 181 7라인(2동) 지하1층,아산시,36.8183112060673,127.072003392261
순천향대향설3관점,충남 아산시 신창면 순천향로 22 향설생활관3관,아산시,36.7683515094009,126.928936482966
순천향대향설1관점,충남 아산시 신창면 순천향로 22 향설생활관1관,아산시,36.7683515094009,126.928936482966
아산신창휴게소점,충남 아산시 신창면 온천대로 725 이디야커피 아산신창휴게소점,아산시,36.7684709851875,126.925383763141
아산용화DI점,"충남 아산시 시민로244번길 9 (용화동, 용화유통) 1층",아산시,36.7718072579513,126.995553612071
아산배방월천점,충남 아산시 배방읍 북수리 1727 1~2층,아산시,36.7667000737366,127.071892835326
아산삼성8라인점,충남 아산시 탕정면 삼성로 181 8라인(1동) 2층,아산시,36.8183112060673,127.072003392261
아산삼성MOD점,충남 아산시 탕정면 삼성로 181 8라인(MOD동) 2층,아산시,36.8183112060673,127.072003392261
아산삼성블루홀점,충남 아산시 탕정면 삼성로 181 정문주차타워동 3층,아산시,36.8116465879469,127.065465882945
아산이마트점,충남 아산시 풍기동  192-2,아산시,36.7711084,127.023947
아산삼성A3점,충남 아산시 탕정면 탕정로 380-2 (삼성SMD) A3공장 지하1층,아산시,36.8191879482132,127.063361951565
아산메가마트점,충남 아산시 외암로 1560 (풍기동) 1층,아산시,36.7734063862846,127.01453518285
아산테크노밸리점,"충남 아산시 둔포면 아산밸리남로 77 (아산테크노밸리이지더원7단지아파트) 708동 지하1층 B105,106호",아산시,36.9208527540306,127.053767710481
아산온천동점,충남 아산시 아산로 118-3 1층 102호,아산시,36.7927209691188,126.995344118761
아산둔포점,충남 아산시 둔포면 둔포중앙로 189 1층,아산시,36.9245132589876,127.038474363875
온양온천코레일점,충남 아산시 온천대로 1496 (온천동),아산시,36.7804682813951,127.003451110541
아산탕정점,충청남도 아산시 탕정면로8번길 83,아산시,36.7979069366131,127.062521082768
서산동문점,충남 서산시 동문동  194-14,서산시,36.7791587824484,126.465218122019
서산해미점,충남 서산시 해미면 남문2로 116 1층,서산시,36.7129095344118,126.544976498661
서산호수공원점,충남 서산시 호수공원9로 14 (예천동) 1층,서산시,36.7726651540794,126.448871345236
대산터미널점,충남 서산시 대산읍 정자동2로 25 1층,서산시,36.9391978380984,126.427512655055
서산음암점,충청남도 서산시 음암면 운암로 210 (도당리) 1층,서산시,36.7895535718814,126.50547900942
서산터미널점,충남 서산시 안견로 184-8 (동문동) 이디야커피,서산시,36.7821441007792,126.458753836724
서산문화회관점,충남 서산시 문화로 49 (읍내동) 1층,서산시,36.7855220485558,126.448061960986
서산테크노밸리점,충남 서산시 성연면 성연1로 21 1층 103호,서산시,36.828384523337,126.4461325941
서산예천중흥점,충남 서산시 예천동 1716,서산시,36.7647027106144,126.450565533472
건양대점,충남 논산시 은진면 와야리 대학로 126,논산시,36.1805703906043,127.111546189016
논산역점,충청남도 논산시 해월로 231 (화지동),논산시,36.2077305358665,127.091555177886
논산터미널점,충남 논산시 중앙로422번길 21 취암동,논산시,36.2028195144408,127.089058250862
논산내동점,충남 논산시 중앙로 271 (취암동),논산시,36.1912580335491,127.097976676666
강경점,충남 논산시 강경읍 계백로 152-1,논산시,36.157524352138,127.017001348979
계룡대점,충남 계룡시 신도안면 계룡대로 663 본청 지하1층,계룡시,36.2932925529775,127.242390381195
계룡엄사점,"충남 계룡시 엄사면 번영로 20 103-104호, 202호",계룡시,36.2843154917814,127.222484427607
계룡시청점,충남 계룡시 서금암2길 7-18 (금암동) 1층,계룡시,36.2736203768289,127.253239232
충남당진점,충청남도 당진시 대덕1로 125-30 (대덕동),당진시,36.8850157403422,126.6471565605
당진유곡점,충청남도 당진시 유곡6길 25  1층,당진시,36.9631741800025,126.692125064351
당진읍내동점,충청남도 당진시 당진중앙2로 221,당진시,36.8972909857115,126.635602696517
당진푸르지오점,충남 당진시 북문로1길 22 (읍내동) 1층,당진시,36.8996558971466,126.629684285424
당진문예의전당점,충남 당진시 시청1로 75 (읍내동) 1층,당진시,36.8908224079902,126.639238701924
당진터미널점,"충남 당진시 당진중앙2로 447 (수청동, G1부경파크빌) 상가동 109,201호",당진시,36.9007370666627,126.647015525645
충남당진신평점,충남 당진시 신평면 거산3거리길 43 1~2호,당진시,36.8829980210354,126.755994718366
당진석문산업단지점,충남 당진시 석문면 산단3로9길 10-8 110호,당진시,37.0066690371449,126.597605731604
당진교육지원청점,충남 당진시 무수동로 7 (대덕동) 1층(대덕동),당진시,36.8857273907888,126.63691470752
금산중앙점,충남 금산군 금산읍 비단로 309 101호,금산군,36.1097985129106,127.48889893653
부여중앙점,충청남도 부여군 성왕로 207-8,부여군,36.2834887566604,126.910771491661
부여규암점,충남 부여군 규암면 외리 110-8 1층 109호,부여군,36.2703553198508,126.886990092324
서천점,충남 서천군 서천읍 군사1리 179-27,서천군,36.0777327,126.6897534
장항점,충청남도 서천군 장항로 174-1,서천군,36.0109442505849,126.696862141515
충남청양점,충남 청양군 청양읍 중앙로 135-2 이디야커피,청양군,36.4517563001198,126.802959393562
홍성중앙점,충남 홍성군 홍성읍 오관리 291-3,홍성군,36.6019710943943,126.666047424021
내포아르페온점,충청남도 홍성군 상하천로 31,홍성군,36.6559069787413,126.67541115175
홍성점,"충남 홍성군 홍성읍 조양로247번길 9 (롯데마트, 홍성터미널) 4층 406호, 407호",홍성군,36.6010389971776,126.67631788575
충남홍성광천점,충남 홍성군 광천읍 광천로 323,홍성군,36.502682177011,126.625574232923
예산산성점,충남 예산군 예산읍 산성리 754,예산군,36.6921190202412,126.834380943034
