브랜드명,지역,매장명,주소,위도,경도
빽다방,서울,동여의도점,"서울특별시 영등포구 국제금융로 86 (여의도동, 롯데캐슬 아이비) 상가 1층 124호",37.5202061193308,126.931800002781
메가커피,서울,잠실초점,"서울특별시 송파구 올림픽로35길 10 (신천동, 파크리오)",37.5203136784994,127.113265160573
더벤티,서울,잠실파크리오점,"서울특별시 송파구 올림픽로35길 10 (신천동, 파크리오) B동 146호",37.5203136784994,127.113265160573
투썸플레이스,서울,올림픽평화의문점,"서울특별시 송파구 올림픽로 424 (방이동,올림픽공원) 평화의광장 B1",37.5203396980951,127.115517876627
투썸플레이스,서울,올림픽공원역점,서울특별시 송파구 올림픽로 424,37.5203396980951,127.115517876627
할리스,서울,올림픽공원역점,"서울특별시 송파구 올림픽로 424 (방이동, 올림픽공원) (A-3동 C구역 )",37.5203396980951,127.115517876627
메가커피,서울,당산생각공장점,"서울특별시 영등포구 영등포로 150 (당산동1가, 생각공장 당산), C동 1층 107호",37.5205870929846,126.897544120719
메머드커피,서울,당산생각공장점,"서울특별시 영등포구 영등포로 150, 1층 B112호(당산동1가, 생각공장 당산)",37.5205870929846,126.897544120719
메가커피,서울,영등포문래점,"서울특별시 영등포구 선유로 76 (문래동3가, 동국메뜨리앙)",37.5206488765446,126.889905898442
더벤티,서울,문래점,"서울특별시 영등포구 선유로 76 (문래동3가, 동국메뜨리앙) 103호",37.5206488765446,126.889905898442
공차,서울,문래점,"서울특별시 영등포구 선유로 76, 동국메뜨리앙 1층 107호(문래동3가)",37.5206488765446,126.889905898442
메가커피,서울,여의중앙점,"서울특별시 영등포구 국제금융로8길 19 (여의도동, 중앙빌딩), 1층 101호",37.5207615513454,126.929136630611
컴포즈커피,서울,여의도점,"서울특별시 영등포구 국제금융로8길 19 (여의도동, 중앙빌딩)",37.5207615513454,126.929136630611
메가커피,서울,잠실나루역점,"서울특별시 송파구 올림픽로37길 130 , (신천동, 파크리오)",37.5208819816451,127.104421421949
메머드커피,서울,잠실나루역점,"서울특별시 송파구 올림픽로37길 130 A상가동 1층 162호(신천동, 파크리오)",37.5208819816451,127.104421421949
이디야,서울,여의도역점,"서울특별시 영등포구 의사당대로 108 비05호(여의도동, 아일렉스상가)",37.5210144173791,126.923991634451
메머드커피,서울,여의도역점,"서울특별시 영등포구 의사당대로 108, 상가동 1층 118호(여의도동, 아일렉스)",37.5210144173791,126.923991634451
투썸플레이스,인천,부평CGV점,인천광역시 부평구 마장로 489,37.5213637370093,126.70372062354
메가커피,인천,부평아이즈빌점,"인천광역시 부평구 마장로 489, 1동 1104동(청천동 , 아이즈빌아울렛)",37.5213637370093,126.70372062354
컴포즈커피,인천,인천부평아이즈빌점,"인천광역시 부평구 마장로 489 (청천동, 아이즈빌아울렛)",37.5213637370093,126.70372062354
컴포즈커피,인천,인천루원지웰시티점,인천광역시 서구 가정로 406 104호,37.5214629875846,126.673952289268
더벤티,인천,루원지웰시티점,"인천광역시 서구 가정로 406 (가정동, 루원지웰시티푸르지오) c동 1층 101,102호",37.5214629875846,126.673952289268
메가커피,서울,여의도역점,"서울특별시 영등포구 여의나루로 42 , 1층 (여의도동 , 여의도종합상가)",37.521470230225,126.924971147893
빽다방,서울,여의도역점,서울특별시 영등포구 여의나루로 42,37.521470230225,126.924971147893
공차,서울,여의도미원빌딩점,"서울특별시 영등포구 국제금융로 70 1층 (여의도동,미원빌딩)",37.5214946207638,126.930677790628
메머드커피,서울,여의도미원빌딩점,"서울특별시 영등포구 국제금융로 70, 1층 114호(여의도동, 미원빌딩)",37.5214946207638,126.930677790628
메가커피,인천,부평제이타워점,"인천광역시 부평구 부평대로 337, 1-11호 (청천동 , 부평제이타워3차)",37.5216746925033,126.721197188621
컴포즈커피,인천,부평제이타워점,인천광역시 부평구 부평대로 337 부평제이타워3차 104호,37.5216746925033,126.721197188621
메머드커피,서울,여의도부국증권점,"서울특별시 영등포구 여의도동 국제금융로6길 17, 부국증권빌딩 지하 1층 116호",37.521837473261,126.928149976268
폴바셋,서울,여의도 부국증권점,"서울특별시 영등포구 여의도동 국제금융로6길 17, 1층",37.521837473261,126.928149976268
공차,서울,여의도전경련회관점,"서울특별시 영등포구 여의대로 24, B1층 B119호",37.5221803249647,126.919916550827
할리스,서울,FKI타워2호점,"서울특별시 영등포구 여의대로 24 (여의도동, 에프케이아이타워) 1층",37.5221803249647,126.919916550827
할리스,서울,FKI타워점,"서울특별시 영등포구 여의대로 24 (여의도동, 전국경제인연합회회관) 지하 1층 B109~111호",37.5221803249647,126.919916550827
메가커피,서울,오목교중앙점,"서울특별시 양천구 목동동로12길 45, 1층 제7호",37.5225865099354,126.876366110642
빽다방,서울,오목교중앙점,서울특별시 양천구 목동동로12길 45,37.5225865099354,126.876366110642
컴포즈커피,서울,오목교중앙점,서울특별시 양천구 목동동로12길 45 상가동 1층 11-1호,37.5225865099354,126.876366110642
메가커피,서울,영등포아이비밸리점,서울특별시 영등포구 영신로 166 (영등포동6가),37.5226784655386,126.901962138943
메머드커피,서울,영등포반도아이비밸리점,"서울특별시 영등포구 영신로 166, 영등포반도아이비밸리 1층 118호",37.5226784655386,126.901962138943
투썸플레이스,인천,청라더리브티아모점,인천광역시 서구 중봉대로 490 (청라동) 청라더리브티아모 123호,37.5227614575062,126.650465263705
하삼동커피,인천,청라지식산업센터점,인천광역시 서구 중봉대로 490 (청라동) 1층 141호 하삼동커피 청라지식산업센터점,37.5227614575062,126.650465263705
메가커피,경기,부천쌍용3차점,"경기도 부천시 오정구 석천로 397 (삼정동, 부천테크노파크쌍용3차)",37.5229345549274,126.765429048863
컴포즈커피,경기,부천쌍용3차점,경기도 부천시 석천로 397 203동 21호,37.5229345549274,126.765429048863
메머드커피,경기,부천테크노파크쌍용3차점,"경기도 부천시 석천로 397, 203동 2층 213호(삼정동, 부천테크노파크쌍용3차)",37.5229345549274,126.765429048863
메가커피,서울,양평중흥S클래스점,"서울특별시 영등포구 선유서로24길 6 , (양평동1가, 영등포중흥S-CLASS)",37.5235893875941,126.88610509721
빽다방,서울,양평중흥S클래스점,"서울특별시 영등포구 선유서로24길 6 (양평동1가, 영등포 중흥 S-CLASS) 1층 106호",37.5235893875941,126.88610509721
빽다방,서울,영등포시장역점,서울특별시 영등포구 국회대로50길 20 포레나영등포센트럴 상가동 117호,37.5238208014076,126.905668672663
컴포즈커피,서울,영등포시장역점,"서울특별시 영등포구 국회대로50길 20 (영등포동7가, 포레나 영등포 센트럴)",37.5238208014076,126.905668672663
메가커피,인천,인천루원SK점,"인천광역시 서구 봉오대로 270 (가정동, 루원시티2차 SK Leaders VIEW)",37.5239167403055,126.680236578352
빽다방,인천,인천SK리더스뷰2차점,인천광역시 서구 봉오대로 270 302동 B214호,37.5239167403055,126.680236578352
컴포즈커피,인천,인천루원시티SK2차점,인천광역시 서구 봉오대로 270 302동 B204호,37.5239167403055,126.680236578352
빽다방,인천,가정역SK리더스뷰점,"인천광역시 서구 가정로 437 (가정동, 루원시티 SK Leaders VIEW) 302동 B231호",37.5242524636212,126.670117744395
컴포즈커피,인천,인천루원SK리더스뷰점,"인천광역시 서구 가정로 437 (가정동, 루원시티 SK Leaders VIEW)",37.5242524636212,126.670117744395
컴포즈커피,인천,청라에이스하이테크점,인천광역시 서구 파랑로 495 4동 103호(청라동) 컴포즈커피,37.5245217156943,126.650336119551
메머드커피,인천,청라에이스점,"인천광역시 서구 파랑로 495, 청라에이스하이테크시티 1동 108호(청라동)",37.5245217156943,126.650336119551
투썸플레이스,서울,국립중앙박물관3점,"서울특별시 용산구 서빙고로 137 (용산동6가, 국립중앙박물관)",37.5247022357875,126.977740246542
이디야,서울,국립중앙박물관 버금홀점,서울특별시 용산구 서빙고로 137 국립중앙박물관 버금홀,37.5247022357875,126.977740246542
이디야,서울,국립중앙박물관 야외카페점,서울특별시 용산구 서빙고로 137 국립중앙박물관 별A동 1층,37.5247022357875,126.977740246542
이디야,서울,국립중앙박물관 으뜸홀카페점,서울특별시 용산구 서빙고로 137 4층,37.5247022357875,126.977740246542
이디야,서울,둔촌오륜포레온점,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온) 포레온스테이션 나인 144호",37.5249677176279,127.140290598327
메가커피,서울,둔촌오륜포레온점,"서울특별시 강동구 양재대로 1300 (둔촌동, 올림픽파크포레온)",37.5249677176279,127.140290598327
스타벅스,서울,여의도IFC(1F),서울특별시 영등포구 여의도동 23 및 23-1 국제금융센터 TWO IFC 1층,37.5249785804442,126.925298305571
스타벅스,서울,여의도IFC몰(L1)R,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 지하1층 178호,37.5249785804442,126.925298305571
스타벅스,서울,여의도IFC몰(L2)STREET,서울특별시 영등포구 여의도동 23 서울 국제금융 센터 IFC몰 L2 S15,37.5249785804442,126.925298305571
폴바셋,서울,여의도 IFC몰점,서울특별시 영등포구 여의도동 23 IFC몰 L2층,37.5249785804442,126.925298305571
메가커피,서울,영등포리드원센터점,"서울특별시 영등포구 양산로 91 (당산동3가, 리드원센터)",37.5250008864644,126.893131097724
컴포즈커피,서울,영등포리드원점,서울특별시 영등포구 양산로 91 리드원지식산업센터 111호,37.5250008864644,126.893131097724
메머드커피,서울,영등포리드원점,"서울특별시 영등포구 양산로 91, 1층 119호(당산동3가, 리드원)",37.5250008864644,126.893131097724
이디야,서울,IFC몰점,"서울특별시 영등포구 국제금융로 10 (여의도동, 서울 국제금융 센터) IFC몰 L3",37.5251775245928,126.924876706923
메머드커피,서울,여의도IFC몰점,"서울특별시 영등포구 국제금융로 10, B2층 일부호(여의도동,서울 국제금융 센터) 무빙워크",37.5251775245928,126.924876706923
투썸플레이스,서울,여의도파크원점,서울특별시 영등포구 여의대로 108 (여의도동) 파크원타워 1층,37.5251913154781,126.929112756574
메가커피,서울,여의도파크원점,"서울특별시 영등포구 여의대로 108 , 지하2층 (여의도동 , 파크원 타워1)",37.5251913154781,126.929112756574
메머드커피,서울,파크원타워1점,서울특별시 영등포구 여의대로 108 여의도파크원타워 타워1 2층,37.5251913154781,126.929112756574
투썸플레이스,인천,인천효성풍경채점,"인천광역시 계양구 마장로544번길 10 (효성동) 제일풍경채계양위너스카이 A2 102, 103, 104, 111호",37.5258138870392,126.705784583334
메가커피,인천,계양제일풍경채점,인천광역시 계양구 마장로544번길 10 (효성동),37.5258138870392,126.705784583334
더벤티,인천,인천계양제일풍경채점,인천광역시 계양구 마장로544번길 10 (효성동) 제일풍경채계양 위너스카이 1단지 판매시설동 1층 C-104호,37.5258138870392,126.705784583334
스타벅스,서울,더현대서울(B2)R,서울특별시 영등포구 여의도동 22 파크원,37.5260425418848,126.928299685623
공차,서울,더현대서울점,"서울특별시 영등포구 여의도동 22, 더현대서울 지하1층",37.5260425418848,126.928299685623
메가커피,서울,여의도KBS점,"서울특별시 영등포구 의사당대로 38 (여의도동, 여의도더샵아일랜드파크), 102동 1층 116호",37.5261081409048,126.918710469805
빽다방,서울,KBS본관점,서울특별시 영등포구 의사당대로 38,37.5261081409048,126.918710469805
메머드커피,서울,여의도KBS본관점,"서울특별시 영등포구 의사당대로 38, 102동 1층 125호(여의도동, 여의도더샵아일랜드파크)",37.5261081409048,126.918710469805
메가커피,경기,부천고리울점,"경기도 부천시 고리울로52번길 24, 1층(고강동)",37.5262169781286,126.821296574947
빽다방,경기,부천고리울점,경기도 부천시 오정구 고리울로52번길 24,37.5262169781286,126.821296574947
메가커피,서울,영등포이앤씨타워점,"서울특별시 영등포구 선유로 146 (양평동3가, 이앤씨드림타워)",37.5268517099864,126.89182881894
메머드커피,서울,영등포이앤씨점,"서울특별시 영등포구 선유로 146, 이앤씨드림타워 1층 121호일부",37.5268517099864,126.89182881894
스타벅스,서울,현대목동,서울특별시 양천구 목동 916 현대하이페리온 (현대백화점 목동점 지하2층),37.5268543255661,126.875034766819
공차,서울,현대목동점,서울특별시 양천구 목동 916 현대백화점 지하 2층,37.5268543255661,126.875034766819
메가커피,서울,용산해링턴스퀘어점,서울특별시 용산구 서빙고로 17 (한강로3가),37.5269056148241,126.966566172294
빽다방,서울,신용산해링턴점,서울특별시 용산구 서빙고로 17(한강로3가) 해링턴스퀘어 판매시설동 1층 9호,37.5269056148241,126.966566172294
메가커피,서울,용산푸르지오써밋점,"서울특별시 용산구 한강대로 69 (한강로2가, 용산푸르지오써밋)",37.5270404595814,126.964892234354
메머드커피,서울,용산푸르지오써밋점,"서울특별시 용산구 한강대로 69, 상가동 1층 104-2호(한강로2가, 용산푸르지오써밋)",37.5270404595814,126.964892234354
메가커피,인천,인천루원복합청사점,"인천광역시 서구 봉오재3로 130 (가정동, 눈담봄6465)",37.5270880767822,126.67384522312
컴포즈커피,인천,인천루원복합청사점,인천광역시 서구 봉오재3로 130 106호,37.5270880767822,126.67384522312
투썸플레이스,서울,용산LS타워점,"서울특별시 용산구 한강대로30길 25 (한강로2가,아스테리움 용산) 지하 1층",37.527358545339,126.968861735609
메가커피,서울,용산아스테리움점,"서울특별시 용산구 한강대로30길 25 (한강로2가, 아스테리움 용산)",37.527358545339,126.968861735609
컴포즈커피,서울,용산아스테리움점,"서울특별시 용산구 한강대로30길 25 (한강로2가, 아스테리움 용산)",37.527358545339,126.968861735609
메머드커피,서울,용산아스테리움점,"서울특별시 용산구 한강대로30길25, 아스테리움용산 지하1층 20호",37.527358545339,126.968861735609
메가커피,서울,둔촌동역점,"서울특별시 강동구 양재대로 1355, 1층(성내동)",37.5273952498819,127.135616051172
컴포즈커피,서울,둔촌동역사1호점,서울특별시 강동구 양재대로 1355 둔촌동역사 554-104호,37.5273952498819,127.135616051172
투썸플레이스,서울,둔촌포레온스테이션5점,"서울특별시 강동구 양재대로 1360 (둔촌동, 포레온스테이션5) B2 11호",37.5274758605763,127.137046059861
메머드커피,서울,둔촌파크포레온5점,"서울특별시 강동구 양재대로 1360, 포레온스테이션5 지하1층 B111호 일부",37.5274758605763,127.137046059861
메가커피,서울,목동굿모닝탑점,"서울특별시 양천구 목동서로 221 (목동, 굿모닝탑)",37.5275897845611,126.870986158611
메머드커피,서울,목동점,"서울특별시 양천구 목동서로 221, 굿모닝탑오피스텔 1층 110호",37.5275897845611,126.870986158611
메가커피,인천,인천작전점,"인천광역시 계양구 계양대로 44 , 106호 (작전동 , 덕용프라자)",37.5277259317082,126.722820160605
컴포즈커피,인천,인천작전점,"인천광역시 계양구 계양대로 44 (작전동, 덕용프라자)",37.5277259317082,126.722820160605
빽다방,서울,목동41타워점,"서울특별시 양천구 목동동로 293, 1층 1-10호(목동, 현대41타워)",37.5281783139269,126.875771989415
메머드커피,서울,목동41타워점,"서울특별시 양천구 목동동로 293, 1층 1-13호(목동, 현대41타워)",37.5281783139269,126.875771989415
빽다방,인천,인천효성e편한세상점,"인천광역시 계양구 효서로 145, 상가 2동 1층 106호",37.5283576329517,126.713053847459
컴포즈커피,인천,인천효성e편한세상점,"인천광역시 계양구 효서로 145 (효성동, e편한세상 계양 더프리미어)",37.5283576329517,126.713053847459
컴포즈커피,서울,신용산래미안점,서울특별시 용산구 한강대로 95 109,37.5288173852679,126.966653789116
더벤티,서울,신용산역점,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산 더 센트럴) 지하1층 B145호",37.5288173852679,126.966653789116
디저트39,서울,신용산점,"서울특별시 용산구 한강대로 95 (한강로2가, 래미안용산 더 센트럴) B223호",37.5288173852679,126.966653789116
던킨도너츠,서울,용산센트럴,"서울특별시 용산구 한강대로 95, 지하1층 비111호(한강로2가)",37.5288173852679,126.966653789116
빽다방,서울,서여의도점,서울특별시 영등포구 국회대로70길,37.5293121614052,126.92025013834
메머드커피,서울,여의도점,"서울특별시 영등포구 국회대로 70길 22, 104(여의도동)",37.5293121614052,126.92025013834
스타벅스,서울,용산아이파크몰6F,"서울특별시 용산구 한강로3가 40-999 현대아이파크몰(용산역민자역사), 6층",37.5295804832797,126.964026132479
스타벅스,서울,용산아이파크몰1F,서울특별시 용산구 한강로3가 40-999 1층,37.5295804832797,126.964026132479
스타벅스,서울,용산이마트,서울특별시 용산구 한강로3가 40-999 용산이마트 지하2층,37.5295804832797,126.964026132479
공차,서울,이마트용산점,"서울특별시 용산구 한강대로23길 55, 이마트 지하2층 (한강로3가, 용산역)",37.5297718014452,126.964741503485
공차,서울,용산아이파크몰점,"서울특별시 용산구 한강대로23길 55 6층 703호(한강로3가, 서관 아이파크몰)",37.5297718014452,126.964741503485
할리스,서울,용산아이파크몰점,"서울특별시 용산구 한강대로23길 55, 서관 4층 (한강로3가, 용산역) .",37.5297718014452,126.964741503485
폴바셋,서울,용산아이파크몰점,서울특별시 용산구 한강대로 23길 55 아이파크몰 6층,37.5297718014452,126.964741503485
던킨도너츠,서울,용산이마트,"서울특별시 용산구 한강대로23길 55 (한강로3가, 용산역)",37.5297718014452,126.964741503485
컴포즈커피,서울,국회의사당역점,서울특별시 영등포구 국회대로 780 1층 118호,37.5298309198,126.919265654284
더벤티,서울,국회대로점,"서울특별시 영등포구 국회대로 780 (여의도동, 엘지여의도에클라트) 1층 110호",37.5298309198,126.919265654284
메머드커피,서울,여의도에클라트점,"서울특별시 영등포구 국회대로 780, LG여의도에클라트 1층 116호",37.5298309198,126.919265654284
스타벅스,서울,여의도의사당,서울특별시 영등포구 여의도동 13-19 국민의힘,37.5309560903106,126.921132661482
파스쿠찌,서울,서여의도점,"서울특별시 영등포구 여의도동 13 진미파라곤 1F 111호, 112호",37.5309560903106,126.921132661482
이디야,인천,계양이마트점,인천광역시 계양구 봉오대로 785 (작전동 (주)신세계 이마트 작전점 ),37.5310380372084,126.736896747731
공차,인천,이마트계양점,"인천광역시 계양구 봉오대로 785, 이마트계양점 1층",37.5310380372084,126.736896747731
이디야,인천,인천작전역점,"인천광역시 계양구 봉오대로 671 에이동 105,202호 (작전동, 우남푸르미아)",37.5310793731059,126.723710351781
메가커피,인천,인천작전시장점,"인천광역시 계양구 봉오대로 671 (작전동, 우남푸르미아)",37.5310793731059,126.723710351781
컴포즈커피,인천,인천작전역점,인천광역시 계양구 봉오대로 671 우남푸르미아 103호,37.5310793731059,126.723710351781
메가커피,서울,당산삼성래미안점,"서울특별시 영등포구 당산로44길 3 (당산동5가, 삼성타운)",37.5319143458605,126.901077532801
컴포즈커피,서울,당산삼성타운점,"서울특별시 영등포구 당산로44길 3 (당산동5가, 삼성타운)",37.5319143458605,126.901077532801
메머드커피,서울,당산삼성타운점,"서울특별시 영등포구 당산로44길 3, 삼성타운 1층 111호 전면부",37.5319143458605,126.901077532801
투썸플레이스,인천,청라시티타워점,인천광역시 서구 청라한내로72번길 23 (청라동) 청라쓰리엠파크 119호 206호,37.532035621874,126.630234090519
메가커피,인천,청라시티타워점,"인천광역시 서구 청라한내로72번길 23, 116호(청라동)",37.532035621874,126.630234090519
하삼동커피,인천,청라시티타워점,"인천광역시 서구 청라한내로72번길 23 (청라동, 쓰리엠파크) 1층 하삼동커피 청라시티타워점",37.532035621874,126.630234090519
메가커피,인천,청라홍익점,"인천광역시 서구 중봉대로586번길 9-4 (청라동, 쓰리엠타워)",37.5321134215688,126.650911962586
빽다방,인천,인천청라쓰리엠점,"인천광역시 서구 중봉대로586번길 9-4, 106호(연희동, 쓰리엠타워)",37.5321134215688,126.650911962586
투썸플레이스,인천,인천청라홈플러스점,"인천광역시 서구 중봉대로 587, 2층",37.532269200858,126.648753472842
던킨도너츠,인천,청라홈플러스,"인천광역시 서구 중봉대로 587 (청라동, 홈플러스 인천청라점)",37.532269200858,126.648753472842
메가커피,인천,인천좋은병원점,"인천광역시 서구 청라에메랄드로 84 , 108호(청라동 , 딜라이트타워2)",37.5326023689125,126.656836998797
빽다방,인천,청라좋은병원점,"인천광역시 서구 청라에메랄드로 84, 청라딜라이트2차 104호",37.5326023689125,126.656836998797
메가커피,서울,당산중앙점,"서울특별시 영등포구 당산로 214, 1층",37.5329312320335,126.902834034778
공차,서울,당산역점,"서울특별시 영등포구 당산로 214, 상가1동 1층 108-2호(당산동5가, 당산 삼성 래미안)",37.5329312320335,126.902834034778
메가커피,인천,인천해양경찰서점,"인천광역시 서구 청라루비로 93 (청라동, 루비타워)",37.5334144574101,126.640105149886
공차,인천,청라호수공원점,인천광역시 서구 청라루비로 93 루비타워 111호,37.5334144574101,126.640105149886
메가커피,인천,인천서운산업단지점,"인천광역시 계양구 서운산단로3길 4 , 1층 (서운동 , SB TOWER)",37.5336558152154,126.755693478306
빽다방,인천,인천서운산업단지점,"인천광역시 계양구 서운산단로 3길 4, sb타워 107호",37.5336558152154,126.755693478306
메가커피,인천,청라호수공원점,"인천광역시 서구 청라한내로100번길 24 (청라동), 134호",37.5338281907037,126.630217094259
빽다방,인천,청라국제업무단지점,인천광역시 서구 청라한내로100번길 24 1층 132호,37.5338281907037,126.630217094259
메가커피,인천,청라성당점,"인천광역시 서구 청라라임로 85 (청라동, 청라린스트라우스)",37.5346639378439,126.652614505895
더벤티,인천,인천청라린점,"인천광역시 서구 청라라임로 85 (청라동, 청라린스트라우스) B동 125호",37.5346639378439,126.652614505895
메가커피,서울,당산역점,"서울특별시 영등포구 양평로 67 , (당산동5가, 당산역 한강포스빌)1층,109호",37.5349350800223,126.899311690856
컴포즈커피,서울,당산한강포스빌점,서울특별시 영등포구 양평로 67 1층 102호,37.5349350800223,126.899311690856
메가커피,서울,동서울터미널점,"서울특별시 광진구 강변역로4길 10 (구의동, 강변역지너스타워)",37.5353492183772,127.093405063055
빽다방,서울,강변역점,서울특별시 광진구 강변역로4길 10,37.5353492183772,127.093405063055
컴포즈커피,서울,자양전통시장점,서울특별시 광진구 자양로15길 43 (자양동),37.5353581327912,127.081357385618
컴포즈커피,서울,자양전통시장점,서울특별시 광진구 자양로15길 43,37.5353581327912,127.081357385618
투썸플레이스,서울,강변CGV스윗바점,"서울특별시 광진구 광나루로56길 85 10층CGV내(구의동,테크노마트)",37.535725176732,127.095692162256
공차,서울,강변테크노마트점,"서울특별시 광진구 광나루로56길 85, 테크노마트 9층 21,22,23호",37.535725176732,127.095692162256
할리스,서울,테크노마트점,"서울특별시 광진구 광나루로56길 85, 9층 14호 (테크노마트21) .",37.535725176732,127.095692162256
파스쿠찌,서울,강변테크노마트점,"서울특별시 광진구 광나루로56길 85, 지하1층 D-10호",37.535725176732,127.095692162256
던킨도너츠,서울,테크노마트,서울특별시 광진구 광나루로56길 85 (구의동),37.535725176732,127.095692162256
메가커피,서울,목동파리공원점,"서울특별시 양천구 목동서로 65 , 112호(목동가든스위트)",37.5361251512716,126.878730311055
빽다방,서울,목동파리공원점,서울특별시 양천구 목동서로 65 (목동가든스위트),37.5361251512716,126.878730311055
공차,서울,목동파리공원점,"서울특별시 양천구 목동서로 65, 1층 105, 106, 107호",37.5361251512716,126.878730311055
빽다방,서울,강동역헤르셔점,"서울특별시 강동구 천호대로 1089, 신동아파밀리에 B16호",37.5366048791746,127.133115595362
메머드커피,서울,강동역점,"서울특별시 강동구 천호대로 1089, 지하1층 B31호(천호동, 강동 헤르셔)",37.5366048791746,127.133115595362
메가커피,서울,길동역점,"서울특별시 강동구 양재대로 1465 , 105호 (길동 , 마루홈타운)",37.5368399179472,127.139314330701
컴포즈커피,서울,길동중앙점,서울특별시 강동구 양재대로 1465 마루빌딩,37.5368399179472,127.139314330701
공차,서울,길동역점,"서울특별시 강동구 양재대로 1465, 1층 106호(길동,마루홈타운)",37.5368399179472,127.139314330701
컴포즈커피,서울,천호역힐스테이트점,"서울특별시 강동구 천호대로 1024 힐스테이트천호역에비뉴 119호,124호",37.5373738689796,127.12572887033
공차,서울,천호역점,"서울특별시 강동구 천호대로 1024, 1층 130호 (성내동, 힐스테이트 천호역 젠트리스)",37.5373738689796,127.12572887033
스타벅스,서울,건대스타시티,"서울특별시 광진구 자양동 227-7 1층 19,20,21호",37.5378031898538,127.072632021718
스타벅스,서울,자양이마트,서울특별시 광진구 자양동 227-7 더샵스타시티 지하1층,37.5378031898538,127.072632021718
메가커피,인천,계양구청점,"인천광역시 계양구 계산새로 93 , (용종동, 밀레니엄프라자)105호",37.5381621994534,126.738504994287
공차,인천,계양구청점,"인천광역시 계양구 계산새로 93, 밀레니엄프라자 1층 107호(용종동)",37.5381621994534,126.738504994287
이디야,서울,건대스타시티점,"서울특별시 광진구 아차산로 272 1층 5호(자양동, 더샵스타시티 1층)",37.5385582736952,127.072996184863
메가커피,서울,건대스타시티몰점,"서울특별시 광진구 아차산로 272 (자양동, 더샵스타시티)",37.5385582736952,127.072996184863
공차,서울,건대스타시티점,"서울특별시 광진구 아차산로 272, 스타시티몰 시티존 지상1층 에프100호",37.5385582736952,127.072996184863
빽다방,인천,계양구청점,"인천시 계양구 계산새로 71, 하이베라스 C-111호",37.5387803391763,126.735817610773
메머드커피,인천,계양구청점,"인천광역시 계양구 계산새로 71, C동 103호(계산동, 하이베라스빌딩)",37.5387803391763,126.735817610773
디저트39,인천,계양구청점,"인천광역시 계양구 계산새로 71 (계산동, 하이베라스) C동 1층 113,114호",37.5387803391763,126.735817610773
메가커피,서울,마포오벨리스크점,"서울특별시 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크), 113-1호",37.5399847863145,126.945447452979
공차,서울,마포역점,"서울특별시 마포구 마포대로 33, 1층 102호 (도화동, 마포 한화 오벨리스크)",37.5399847863145,126.945447452979
이디야,서울,원효로점,서울특별시 용산구 원효로 257 1층(원효로1가),37.5405688166185,126.969114679317
메가커피,서울,용산경찰서점,서울특별시 용산구 원효로 257 (원효로1가),37.5405688166185,126.969114679317
컴포즈커피,서울,건대스타시티몰점,서울특별시 광진구 능동로 110 더샵스타시티몰 영존 B213호,37.540657941434,127.07141185507
메머드커피,서울,건대스타시티점,"서울특별시 광진구 능동로 110, 스타시티영존 1층 F107호",37.540657941434,127.07141185507
던킨도너츠,서울,건대입구역,"서울특별시 광진구 능동로 110 (화양동, 스타시티영존빌딩)",37.540657941434,127.07141185507
더벤티,서울,마포트라팰리스점,"서울특별시 마포구 마포대로 53 (도화동, 마포트라팰리스) 마포트라팰리스 119호",37.5414321628548,126.947054064308
메머드커피,서울,마포트라팰리스점,"서울특별시 마포구 마포대로 53, 1층 120호(도화동, 마포트라팰리스)",37.5414321628548,126.947054064308
스타벅스,서울,화곡역8번출구,"서울특별시 강서구 화곡동 1051-22, 1층 일부",37.542134,126.8441752
스타벅스,서울,강서우장산,"서울특별시 강서구 화곡동 1013-3 우장산역 해링턴 타워, 116/117/118/119/120호",37.542134,126.8441752
투썸플레이스,서울,광장힐스테이트점,"서울특별시 광진구 아차산로 537-17 상가S동1층13호 (광장동, 광장힐스테이트",37.5429620594914,127.099658987674
메가커피,서울,광장점,"서울특별시 광진구 아차산로 537-17, 광장힐스테이트상가 1층 10호",37.5429620594914,127.099658987674
이디야,경기,하남유니온파크점,경기도 하남시 하남유니온로 70-1 에일린의뜰 단지내상가 1층 118호,37.5441500308359,127.220682777819
메가커피,경기,하남유니온시티점,경기도 하남시 하남유니온로 70-1 (신장동),37.5441500308359,127.220682777819
스타벅스,서울,구의DT,"서울특별시 광진구 구의동 67-36,37,7",37.5444896,127.0874678
공차,서울,아차산역점,서울특별시 광진구 구의동 54-1 파크타운 103호,37.5444896,127.0874678
이디야,서울,공덕롯데캐슬점,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트) 지1층 8120호",37.5450686146253,126.950847479316
빽다방,서울,공덕역롯데캐슬점,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",37.5450686146253,126.950847479316
더벤티,서울,공덕롯데캐슬점,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트) 지하층 B123호",37.5450686146253,126.950847479316
