매장코드,매장명,주소,오픈날짜,위도,경도
1733,신중동,경기도 부천시 원미구 중동 1132 부천농업협동조합,2020-11-27,37.5002801566319,126.776417738852
2077,소사역,경기도 부천시 소사구 소사본동 70-16 부천 한신더휴 메트로,2023-01-20,37.482077755623,126.793128227374
1618,광교갤러리아9F,경기도 수원시 영통구 하동 871-1 9층,2020-03-02,37.2899942604673,127.074128958987
1455,수원법조타운,"경기도 수원시 영통구 하동 989 원희캐슬광교, 에이동 105호, 106호, 107호, 108호",2018-12-21,37.2914949849188,127.066466122532
1437,광교역,"경기도 수원시 영통구 이의동 1257 106~108호, 203~205호",2018-11-29,37.3036861320944,127.046372274239
1431,광교엘포트R,경기도 수원시 영통구 이의동 1336-1 광교엘포트아이파크,2018-11-15,37.2875413289997,127.056941738814
1461,영통R,경기도 수원시 영통구 영통동 981-2,2019-01-24,37.2450440089777,127.061887251369
1010,수원망포DT,경기도 수원시 영통구 망포동 38-23 GS칼텍스삼신주유소,2015-11-27,37.2458837775097,127.051344596463
928,수원광교,경기도 수원시 영통구 이의동 1332 광교c1호반베르디움,2015-05-21,37.2906667925637,127.050518820725
819,수원트레이더스,경기도 수원시 영통구 신동 941,2014-08-14,37.2460780999867,127.048648164044
760,경희대국제캠퍼스,경기도 수원시 영통구 영통동 1024-4,2014-04-04,37.2479720870645,127.076744281331
606,수원망포역,경기도 수원시 영통구 망포동 322-3번지 외 12필지,2013-04-23,37.2407749027699,127.047776280369
985,광교이마트,경기도 수원시 영통구 이의동 1240,2015-09-03,37.2967267123764,127.047716003103
525,수원영통,경기도 수원시 영통구 영통동 958-2번지 훼미리타워 1층,2012-05-31,37.2555297963518,127.07430517912
2315,수원매탄,경기도 수원시 영통구 매탄동 1276 레몬스포렉스,2024-09-29,37.2580532633873,127.045423420223
2145,광교갤러리아6F,경기도 수원시 영통구 하동 1017-2 갤러리아 광교,2023-06-30,37.2859110723621,127.059341801503
2006,광교더샵레이크시티,경기도 수원시 영통구 원천동 605,2022-07-22,37.2716408894321,127.060519180286
2030,수원청명,경기도 수원시 영통구 영통동 1046-4,2022-09-02,37.2545799015703,127.078244771676
2137,광교SK뷰레이크41F,경기도 수원시 영통구 하동 1016-1 광교 SK VIEW Lake 41층,2023-05-18,37.2880167525016,127.060678445009
660,안산한양대,경기도 안산시 상록구 사동 1569-1번지 제비동 1층,2013-08-30,37.3008895893123,126.838243934565
668,안산한대앞역,경기도 안산시 상록구 이동 715-2 한남빌딩 1~2층,2013-09-27,37.3086389797731,126.851254982676
1875,안산삼성,"경기도 안산시 상록구 이동 721 삼성전자판매 디지털프라자 안산본점, 1층 일부",2021-10-07,37.3061739541437,126.847872383514
1406,경기양평,경기도 양평군 양평읍 공흥리 494,2018-08-17,37.4910879462941,127.4999087132
1676,더양평DT,경기도 양평군 양평읍 양근리 501-3 외1필지,2020-07-24,37.4947501655069,127.488597357888
1503,용인죽전,경기도 용인시 수지구 죽전동 887 죽전 효성해링턴 플레이스,2019-05-31,37.3311110877471,127.113932721957
1464,죽전단국대,경기도 용인시 수지구 죽전동 1335-1,2019-01-31,37.3244420079911,127.124915170948
841,수지동천,경기도 용인시 수지구 동천동 946-2 1~3층,2014-10-15,37.341861019263,127.099224030122
814,죽전,경기도 용인시 수지구 죽전동 1191-2 1~2층,2014-07-31,37.3311110877471,127.113932721957
824,수지성복DT,"경기도 용인시 수지구 성복동 83-2,76-2,77-2 1~2층",2014-08-26,37.3164877954823,127.069042233375
241,스타필드마켓죽전,경기도 용인시 수지구 죽전동 1282 스타필드마켓 죽전점 1층,2005-09-09,37.3253776426656,127.109931105328
137,신세계사우스시티,경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점 3층,2007-03-20,37.32500933181,127.108137186845
350,수지이마트,경기도 용인시 수지구 신봉동 909 번지,2010-11-18,37.3198215926004,127.08335739721
501,수지풍덕천,경기도 용인시 수지구 풍덕천동 1080-11번지 비즈마루빌딩1층 101호,2012-04-10,37.3221836810865,127.095256245687
2469,광교상현역,경기도 용인시 수지구 상현동 1119 삼중프라자,2025-11-21,37.2991321873563,127.068812068818
2501,수지메디파크,"경기도 용인시 수지구 풍덕천동 659-14 B113, B114호",2025-12-26,37.3297743113843,127.091987889316
2255,용인고기동유원지,"경기도 용인시 수지구 고기동 216-5, 216-12, 216-27, 216-41, 216-11, 755-13",2024-04-09,37.3568144139185,127.036571318511
2054,수지구청역,"경기도 용인시 수지구 풍덕천동 1078 로얄스포츠센터 111,112,113,206,207호",2022-10-28,37.323104564866,127.09488475046
1818,수지성복역,경기도 용인시 수지구 성복동 63-1,2021-06-18,37.3128071638727,127.080183904578
1539,파주P.아울렛B1,경기도 파주시 탄현면 법흥리 1790-8 파주프리미엄아울렛,2019-08-29,37.7688710878632,126.6907757595
1381,파주야당역,경기도 파주시 야당동 1066-3,2018-06-27,37.7122926942464,126.75963112441
1375,파주금촌역,경기도 파주시 금촌동 59-10,2018-06-18,37.7639831207683,126.774218787134
699,파주금릉역,경기도 파주시 금촌동 986-1 청원센트럴타워 1층,2013-12-06,37.7521152234572,126.76593735601
765,파주운정,경기도 파주시 동패동 1758,2014-04-23,37.7120492705777,126.744473644773
371,파주P.아울렛2F,경기도 파주시 탄현면 법흥리 1790-8 파주프리미엄아울렛 715호,2011-03-17,37.7688710878632,126.6907757595
2508,파주해오름,경기도 파주시 다율동 1044-9 신운정프라자Ⅳ,2025-12-24,37.7351260152045,126.732823997458
1853,파주문산DT,경기도 파주시 파주읍 봉서리 489-16 통일로주유소,2021-08-27,37.8479023488126,126.795622500847
2065,파주가람,경기도 파주시 와동동 1538-1,2022-12-13,37.7360463108808,126.759807109415
2490,스타필드빌리지운정,경기도 파주시 와동동 1471-2,2025-12-03,37.7279795606076,126.765209651166
1786,파주산내,경기도 파주시 목동동 933-2,2021-03-31,37.7286368669011,126.735654742291
2449,파주LGD GATE G,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,2025-08-29,37.8121188252792,126.762673774807
2353,파주교하,경기도 파주시 동패동 1694-2 교하일번가빌딩,2024-11-29,37.7246852217901,126.717740601475
2210,파주LGD,경기도 파주시 월롱면 덕은리 1239 파주LCD산업단지,2023-11-15,37.8121188252792,126.762673774807
1734,파주야당DT,경기도 파주시 야당동 921,2020-11-27,37.7034407533552,126.759686020597
1707,파주운정이마트,경기도 파주시 동패동 1763 이마트운정점,2020-09-23,37.7103477726474,126.745091891819
1480,지행역,"경기도 동두천시 지행동 693-6 크라운732, 102호, 103호, 202호",2019-04-19,37.8932043565208,127.052557259432
1072,동두천DT,경기도 동두천시 지행동 475-1,2016-05-31,37.8889420660389,127.057019199193
2136,동두천송내DT,경기도 동두천시 송내동 573-1,2023-05-26,37.880554214356,127.05558391284
1605,금정남산동DT,"부산광역시 금정구 남산동 68-1, 42-3, 42-8, 42-10, 71-31",2020-02-06,35.2623057581461,129.091362810362
1401,금정구청DT,"부산광역시 금정구 부곡동 217-2, 217-14",2018-08-16,35.2387249725456,129.092973468494
1289,온천장역DT,부산광역시 금정구 장전동 607-6,2017-11-09,35.2240011327535,129.086467183469
783,부산대정문,부산광역시 금정구 장전동 401-13,2014-05-28,35.2321003002116,129.08457402101
709,부산대역,부산광역시 금정구 장전동 414-39 1~4층,2013-12-20,35.2305080360854,129.088740109999
413,금정이마트,부산광역시 금정구 구서동 368번지,2011-07-28,35.2501948427372,129.090622510726
1812,금정구서,부산광역시 금정구 구서동 409-11,2021-06-17,35.2469530574536,129.088713663552
2095,부산서동,부산광역시 금정구 서동 203-42 부산은행,2023-03-23,35.2157526998517,129.106221636855
1399,용호동W스퀘어,"부산광역시 남구 용호동 954외3필지 더블유스퀘어동 1019호,1020호,1021호,2011호,2012호",2018-07-31,35.1132835,129.1167185
1190,동명대DT,부산광역시 남구 용당동 532-26,2017-03-30,35.1231571128202,129.098962438983
934,BIFC Mall,부산광역시 남구 문현동 1229-2,2015-05-29,35.1387673,129.0712954
683,부산대연역,부산광역시 남구 대연동 1740-1 1층,2013-10-31,35.1349333994587,129.093038376182
248,경성대,부산광역시 남구 대연동 55-1,2004-07-16,35.1374277232722,129.100934855422
2318,문현이마트,부산광역시 남구 문현동 751 E마트,2024-09-27,35.1443205882912,129.064261901279
2235,부산유엔공원,부산광역시 남구 대연동 568-11,2024-02-07,35.129904151184,129.09803794249
2284,용호빌리브,부산광역시 남구 용호동 958 빌리브센트로 제B동 101호~106호,2024-08-02,35.1313828538821,129.112319829261
2539,부산성모병원,부산광역시 남구 용호동 538-41 부산성모병원 1층,2026-03-27,35.1096983493883,129.10995426187
1795,부산대연못골,부산광역시 남구 대연동 290-6,2021-04-20,35.1361417720087,129.092057110339
1560,부산역라마다,부산광역시 동구 초량동 1204-1,2019-11-07,35.1142584822657,129.04033270974
1561,부산역아스티,부산광역시 동구 초량동 1201-1,2019-11-12,35.1164608691388,129.041974198509
2502,부산역3번출구,부산광역시 동구 초량동 1209-15 1층,2025-12-19,35.1144401314039,129.038953063768
1715,범일동일타워,부산광역시 동구 범일동 830-140 동일타워,2020-10-08,35.1387233049484,129.06345660216
2419,부산초량역,부산광역시 동구 초량동 1193-1 흥국생명보험(주)부산사옥 1층 일부,2025-05-29,35.1186251661981,129.042078457134
1521,서면중앙대로R,부산광역시 부산진구 부전동 227-2 서면피에스타 1층 2층,2019-07-05,35.1530120934873,129.059605480958
1394,서면로R,"부산광역시 부산진구 부전동 517-24,517-25",2018-07-31,35.1569988,129.058582
1048,동의대역,부산광역시 부산진구 가야동 82-16,2016-03-29,35.155008208748,129.036201928639
871,부산개금역,부산광역시 부산진구 개금동 177-289 SH빌딩 지상 1층,2014-12-18,35.1528873719188,129.022602388671
844,서면전포역,부산광역시 부산진구 전포동 691-2,2014-10-21,35.1542792917578,129.063592813344
690,부산서면중앙로,부산광역시 부산진구 부전동 255-11 1~3층,2013-11-15,35.1554555243241,129.058904811868
736,서면서전로,부산광역시 부산진구 부전동 143-5,2014-02-20,35.1579566864995,129.061871873328
653,부산서면,부산광역시 부산진구 부전동 219-3번지,2013-08-22,35.1540959150785,129.061544439346
290,서면역,부산광역시 부산진구 부전동 139-3번지,2009-10-19,35.1579709033737,129.060040940601
452,부전역,"부산광역시 부산진구 부전동 573-7 서면호텔 복합시설1,2층",2011-11-25,35.1618350986665,129.061888143918
422,서면센트럴스퀘어,부산광역시 부산진구 부전동 537-9번지,2011-08-26,35.1514578247292,129.061106571121
580,서면메디컬거리,부산광역시 부산진구 부전동 486-20번지 1층,2013-01-17,35.1579694256529,129.05738718072
361,서면중앙,부산광역시 부산진구 부전동 257-42,2011-01-11,35.1568804727916,129.058075953976
432,서면트레이더스,부산광역시 부산진구 부암동 93 이마트트레이더스서면점,2011-08-30,35.1638897543736,129.052647254585
2107,초읍대공원,부산광역시 부산진구 초읍동 105-6,2023-03-23,35.1828193069829,129.04748360769
1699,서면엠디엠타워,부산광역시 부산진구 범천동 863-1 삼성생명보험빌딩,2020-09-03,35.149782280906,129.058754707461
1659,서면문화로,부산광역시 부산진구 부전동 397-14,2020-06-26,35.1588076829322,129.057642024054
712,부산덕천역,부산광역시 북구 덕천동 383-1,2013-12-23,35.21061482461,129.008391283766
642,부산화명역,부산광역시 북구 화명동 2287-3번지,2013-07-23,35.2336752802956,129.013187668175
1669,화명강변DT,부산광역시 북구 덕천동 624-8,2020-07-15,35.2167970166627,129.004781051042
2032,부산구남역DT,부산광역시 북구 구포동 915-1,2022-09-22,35.1982673336882,128.996290886461
1799,부산만덕DT,부산광역시 북구 만덕동 산19-5,2021-04-28,35.2116694,129.0355986
1491,사상주례DT,"부산광역시 사상구 주례동 854,120-35,991-5,991-6,산120-2,산120-3",2019-05-08,35.154172,129.0047019
1277,동서대DT,"부산광역시 사상구 주례동 189-9,189-11,189-12,189-13",2017-09-28,35.154172,129.0047019
2021,부산사상로,부산광역시 사상구 괘법동 546-1 엠시티빌딩 105호,2022-08-18,35.1629709567761,128.984586499721
1991,삼락강변DT,부산광역시 사상구 삼락동 399-1 (주)대림주유소 399-2,2022-06-16,35.176684552695,128.976710446542
1836,사상엄궁DT,부산광역시 사상구 엄궁동 338외2필지,2021-07-15,35.1253561,128.9725345
2355,부산사상광장로,"부산광역시 사상구 괘법동 565-2, 1,2층",2024-12-12,35.1622992326884,128.978924590301
2086,사상이마트,부산광역시 사상구 괘법동 531-2 이마트,2023-02-09,35.1641664065048,128.978873373848
1377,다대포DT,부산광역시 사하구 다대동 293-1,2018-06-15,35.0609147007385,128.97520193425
1085,을숙도강변DT,부산광역시 사하구 하단동 1157-17,2016-06-30,35.1153744008125,128.959540431708
575,부산괴정역,부산광역시 사하구 괴정동 961-6번지,2013-01-09,35.098396116174,128.994275557178
500,하단중앙,부산광역시 사하구 하단동 526-5번지,2012-04-06,35.1065778222797,128.966017185043
2417,하단역2번출구,"부산광역시 사하구 하단동 592-5, 592-6 1층 102호",2025-05-29,35.1056665954287,128.964485682735
2521,다대포해수욕장,"부산광역시 사하구 다대동 1548-43, 지하 1층, 1층",2026-01-30,35.0492108102216,128.963304598791
1863,사하장림DT,부산광역시 사하구 장림동 100-1,2021-09-17,35.0845171328134,128.980205416658
1653,부산교대역DT,"부산광역시 연제구 거제동 125, 125-13, 122-9",2020-06-25,35.1989577444325,129.079002802468
1234,연산시티타워,"부산광역시 연제구 연산동 1124-3 C T 타워(A동 107,108,109)",2017-06-29,35.188027632322,129.080446324515
799,부산연산역,부산광역시 연제구 연산동 603-10외 1필지,2014-06-26,35.1869695202154,129.083279924096
735,부산교대,부산광역시 연제구 거제동 89-60 2~3층,2014-02-20,35.1957000611222,129.077465716235
1758,연산트레이더스,부산광역시 연제구 연산동 137-5,2021-02-08,35.1834421,129.0899339
2278,연산교차로,부산광역시 연제구 연산동 701-4,2024-06-05,35.1852100685834,129.08152187376
1892,부산시청,부산광역시 연제구 연산동 1331-2 서호병원,2021-12-09,35.1815741056637,129.078468194586
2114,연제이마트,부산광역시 연제구 연산동 822-7 신세계연제점E마트,2023-04-06,35.1758702930247,129.081266439005
2360,부산거제DT,부산광역시 연제구 거제동 507-8,2024-12-12,35.1865001979024,129.07157452462
2005,영도청학DT,부산광역시 영도구 청학동 31-2 청학주유소,2022-07-21,35.0936245755318,129.065314505908
1766,영도대교,부산광역시 영도구 대교동1가 47 영도해안루미너스 301호,2021-03-05,35.0945807753092,129.03716991834
1522,부산광복로,"부산광역시 중구 광복동3가 8-3,8-6,8-7,8-8",2019-08-20,35.10039,129.03137
1185,자갈치역,부산광역시 중구 남포동5가 8-1,2017-03-16,35.0983820796211,129.02971119826
1249,국제시장,부산광역시 중구 대청동3가 20,2017-07-26,35.102766544513,129.028576957552
823,부산중앙역,"부산광역시 중구 중앙동4가 53-6, 53-30",2014-08-25,35.1051768405326,129.035922193993
378,남포동역,부산광역시 중구 광복동1가 40-2번지 1~2층,2011-03-29,35.0983090679427,129.035134370493
2283,부산비프광장,"부산광역시 중구 남포동3가 2-2,1-2층",2024-06-28,35.0990355,129.0294188
1549,기장역DT,부산광역시 기장군 기장읍 청강리 31-1외1필지,2019-11-07,35.2228573258628,129.210351625697
1100,동부산DT,부산광역시 기장군 기장읍 시랑리 589-6,2016-08-18,35.184043085999,129.210796929525
671,부산정관,부산광역시 기장군 정관읍 매학리 717-1,2013-09-30,35.3213715545916,129.177186105133
2091,기장일광DT,부산광역시 기장군 일광읍 삼성리 510-24,2023-02-16,35.2572331678783,129.225372615282
2323,부산P.아울렛,부산광역시 기장군 장안읍 좌천리 545 부산프리미엄아울렛,2024-09-12,35.3226836258509,129.235491099879
1815,동부산테마파크,부산광역시 기장군 기장읍 시랑리 산46외 339필지,2021-06-30,35.1925297910553,129.217995220681
2190,정관신도시DT,"부산광역시 기장군 정관읍 모전리  468, 470-1",2023-09-22,35.3376950791022,129.161165180468
2211,기장임랑원,부산광역시 기장군 장안읍 임랑리 169-2 외 7필지,2023-11-16,35.3195387867567,129.257609379894
1365,광안수변공원,부산광역시 수영구 민락동 181-223 민락동 바다마루,2018-05-10,35.1532836581298,129.124721434283
1181,수영역,부산광역시 수영구 광안동 1077-12,2017-03-03,35.165729753573,129.114468442567
1180,금련산역,부산광역시 수영구 남천동 29-19 목원빌딩,2017-02-28,35.1471723138326,129.11054306734
1097,광안비치,부산광역시 수영구 광안동 193-4 부산광안대우아이빌 101호 201호 202호 203호,2016-07-26,35.1530999163268,129.117724041951
1027,수영망미DT,"부산광역시 수영구 망미동 412-27, 412-28, 412-29",2016-01-15,35.1773866040463,129.107520495942
184,광안리,부산광역시 수영구 민락동 178-19 1~3층,2002-05-29,35.1550349982051,129.120842451507
2174,남천더샵,부산광역시 수영구 남천동 75-18 더샵 남천프레스티지 110호,2023-08-24,35.1446789,129.1100882
2038,밀락더마켓,부산광역시 수영구 민락동 113-31,2022-09-29,35.1544239716384,129.12669814866
2372,센텀수영DT,"부산광역시 수영구 망미동 202-12 ,202-3",2025-01-03,35.1774157633444,129.117511186184
1565,스타필드명지,부산광역시 강서구 명지동 3438 스타필드 명지 1층,2019-10-29,35.0930996138265,128.918184530319
1630,명지강변DT,부산광역시 강서구 명지동 1459-1,2020-04-16,35.1026712384877,128.929396123338
1403,명지국제신도시,부산광역시 강서구 명지동 3420-1,2018-08-16,35.0976661764875,128.920249259021
478,명지오션시티,부산광역시 강서구 명지동 3238,2012-01-31,35.0840438812325,128.903155757153
2207,강서녹산DT,부산광역시 강서구 녹산동 1336-5,2023-11-09,35.1128623326744,128.879644210693
1787,명지퍼스트월드,부산광역시 강서구 명지동 3594 더샵 명지퍼스트월드 2단지,2021-03-31,35.0982213132301,128.906319612302
1400,동래역,부산광역시 동래구 명륜동 553-21,2018-08-06,35.2056241737018,129.08017925581
1235,명륜역,부산광역시 동래구 온천동 473-21,2017-06-22,35.2125677284098,129.078338137393
1133,사직구장,부산광역시 동래구 사직동 93-6 사직동 자이언츠 파크,2016-11-18,35.1962706408064,129.061221230763
946,부산안락DT,부산광역시 동래구 안락동 256-4,2015-06-25,35.1958644131016,129.10695020407
864,동래미남DT,부산광역시 동래구 온천동 1428-36,2014-12-12,35.2072383277458,129.071977909352
533,부산사직,부산광역시 동래구 사직동 47-27번지,2012-07-11,35.1979746856279,129.060535657694
571,부산온천장역,부산광역시 동래구 온천동 153-8 에스케이허브스카이 1층,2012-12-21,35.2212677718199,129.085567869297
1969,부산동래,부산광역시 동래구 명륜동 506-13 동림빌딩,2022-05-04,35.2028710552653,129.080976584665
2096,동래허심청,부산광역시 동래구 온천동 137 허심청,2023-02-28,35.2211380701617,129.082686407857
2321,부산미남역,부산광역시 동래구 온천동 1248-2,2024-09-12,35.2056167194448,129.067708626491
1582,부산송도해수욕장,부산광역시 서구 암남동 234외7필지,2019-12-23,35.0751352,129.0152617
856,부민사거리,부산광역시 서구 부민동 18-13,2014-11-18,35.1035943140593,129.020223420834
590,부산동대신역,부산광역시 서구 동대신동3가 510 외 1필지,2013-02-28,35.1126680263012,129.016791131878
1919,동아대병원,부산광역시 서구 동대신동3가 13-81,2022-01-20,35.1193934928997,129.017203059985
2503,부산대병원,부산광역시 서구 아미동1가 10-1 부산대학교병원 A동(본관) 1층 일부,2025-12-22,35.100551912318,129.019057050901
1398,해운대동백,부산광역시 해운대구 우동 763 해운대경동제이드아파트,2018-08-07,35.1587649028829,129.152576903201
1309,수영강변DT,부산광역시 해운대구 반여동 1201,2017-12-21,35.2036599002371,129.119238811251
1347,센텀파크,부산광역시 해운대구 재송동 1200 더샵센텀파크1차아파트 7동 102호,2018-03-16,35.1783811951057,129.122007824959
1275,해운대역,부산광역시 해운대구 우동 603-19,2017-09-27,35.1632935107957,129.159591491811
1098,부산재송DT,부산광역시 해운대구 재송동 572-2 외 4필지,2016-08-12,35.1811954658394,129.124064039737
1056,해운대,부산광역시 해운대구 중동 1392-26 엘리시아,2016-04-19,35.1601782526977,129.16218270811
966,센텀로,부산광역시 해운대구 우동 1518 센텀메디컬센타 1층 스타벅스 센텀로점,2015-08-20,35.167802733519,129.131554446987
807,센텀신세계B1,부산광역시 해운대구 우동 1495 신세계백화점센텀시티점 B1,2014-07-15,35.1689229983992,129.129631137391
817,해운대달맞이DT,부산광역시 해운대구 중동 1779,2014-08-08,35.1615617607096,129.171093096268
754,센텀그린타워,부산광역시 해운대구 우동 1462,2014-03-27,35.1746177489057,129.126967985031
648,부산송정비치,부산광역시 해운대구 송정동 297-31 외 1필지,2013-08-09,35.1807844468205,129.202242268848
239,장산역,부산광역시 해운대구 좌동 1479-1,2005-09-23,35.1691462358772,129.176662400148
162,하버타운,부산광역시 해운대구 우동 627-1 하버타운,2001-05-17,35.1596853061586,129.159517474458
140,벡스코,부산광역시 해운대구 우동 우2동 1500번지 벡스코내,2007-02-14,35.1618397,129.1427761
104,팔레드시즈,부산광역시 해운대구 중동 1124-2 팔래드시즈 1-3호,2008-07-28,35.1600161891956,129.166571267871
496,제니스스퀘어,부산광역시 해운대구 우동 1407 제니스스퀘어,2012-03-28,35.1566280868178,129.145072021075
530,마린시티아이파크,부산광역시 해운대구 우동 1408,2012-06-29,35.1563307965559,129.142603272891
769,해운대달맞이,부산광역시 해운대구 중동 1490-1 외 1필지,2014-04-29,35.1579635459062,129.182311025377
504,해운대이마트,부산광역시 해운대구 중동 1767 이마트해운대점 1층,2012-04-18,35.1659601002888,129.167478269802
495,센텀드림월드,부산광역시 해운대구 우동 1510번지 센텀드림월드1층,2012-03-28,35.1669425333067,129.132954670475
576,센텀KNN,"부산광역시 해운대구 우동 1468,1469 번지 (KNN 타워 107호 일부)",2013-01-09,35.1618397,129.1427761
436,월드마크센텀,부산광역시 해운대구 우동 1488번지 1층,2011-09-09,35.1714585323196,129.131455645165
2226,엘시티,"부산광역시 해운대구 중동 1829 엘시티 1021호, 1022호, 1023호",2024-01-04,35.1606221545821,129.168743895972
1757,해운대NC,부산광역시 해운대구 좌동 1467-4 지팝건축물,2021-02-04,35.1705294150362,129.177047059247
1731,해운대좌동,부산광역시 해운대구 좌동 1289-4 한솔빌딩,2020-12-10,35.1775128432095,129.175539377776
1725,해운대 엑스더스카이,부산광역시 해운대구 중동 1829,2020-11-12,35.1606221545821,129.168743895972
2159,부산성모안과병원,부산광역시 해운대구 우동 1078-6 부산성모안과병원 1층 101호,2023-07-27,35.1674511975677,129.141304464127
1832,센텀신세계3F,"부산광역시 해운대구 우동 1495 신세계백화점센텀시티점, 3층",2021-07-08,35.1689229983992,129.129631137391
1663,해운대중동역,부산광역시 해운대구 중동 1756,2020-07-09,35.1672279059433,129.168062602486
1807,센텀몰1F,"부산광역시 해운대구 우동 1493 센텀시티 몰, 1층",2021-05-13,35.1698599710718,129.128259843458
1711,그랜드조선 부산,부산광역시 해운대구 중동 1405-16 그랜드 조선 부산,2020-10-07,35.1612208839457,129.164068849733
1440,광주운남DT,"광주광역시 광산구 운남동 414-31, 414-84, 414-22",2018-12-07,35.1751290054592,126.818030516083
1635,광주선운DT,광주광역시 광산구 선암동 572,2020-04-29,35.1468917880461,126.777513935842
1421,광주산정DT,"광주광역시 광산구 산정동 917-11,12,13",2018-10-26,35.1711431,126.7937026
1252,광주흑석DT,광주광역시 광산구 산정동 909-3,2017-08-04,35.176995001819,126.807766654445
1161,광주송정역,광주광역시 광산구 송정동 1427,2016-12-30,35.1380713043052,126.791425499249
1160,광주수완DT,광주광역시 광산구 수완동 670-11,2016-12-29,35.2031000478214,126.818967352178
878,광주신가DT,광주광역시 광산구 신가동 706-1,2014-12-23,35.1790929766093,126.830125123893
818,광주쌍암,광주광역시 광산구 쌍암동 656-3,2014-08-18,35.2192166830824,126.842388538224
713,광주장덕,광주광역시 광산구 장덕동 1302,2014-01-09,35.1912550510752,126.819475867976
684,광주하남,광주광역시 광산구 우산동 1585-5번지 1~2층,2013-11-01,35.162540597899,126.8102945386
732,광주첨단,광주광역시 광산구 월계동 889-1,2014-02-12,35.2146132821856,126.84334066181
379,광산수완,광주광역시 광산구 수완동 1426번지 1~2층,2011-03-30,35.1904001957306,126.824745317042
2472,광주신창,광주광역시 광산구 신창동 1129-4,2025-10-30,35.1962031574043,126.838052738386
2090,광주신창강변DT,광주광역시 광산구 신창동 79-8,2023-02-16,35.1892204154279,126.857599930784
2061,광주첨단DT,광주광역시 광산구 산월동 852-2,2022-12-08,35.2062383955693,126.84773403738
1695,광주비아DT,광주광역시 광산구 비아동 780,2020-09-17,35.2231847723613,126.834874363318
2023,광주송정로,광주광역시 광산구 송정동 1464,2022-08-25,35.137191435617,126.791658278605
2348,광주시리단길,"광주광역시 광산구 쌍암동 694-50 101호, 102호, 103호, 104호",2024-11-21,35.2159722118899,126.849493940248
1530,광주월산DT,광주광역시 남구 월산동 963-3,2019-08-20,35.1456380361208,126.890930974923
1525,광주주월DT,광주광역시 남구 주월동 960-13,2019-07-26,35.1341577848943,126.898119836848
1587,광주효천DT,"광주광역시 남구 임암동 141-3, 143-2",2019-12-06,35.0999499297397,126.871340762289
1342,광주봉선로,광주광역시 남구 봉선동 1095번지  202동 B102호,2018-02-22,35.12385041696,126.907680294509
1251,광주서문대로,광주광역시 남구 진월동 264,2017-07-28,35.1190652076209,126.89860234188
1073,광주방림DT,광주광역시 남구 방림동 343-20,2016-06-02,35.1349879807765,126.917618454393
865,광주봉선중앙,광주광역시 남구 봉선동 473-19,2014-12-17,35.1234765,126.9131927
569,광주진월,광주광역시 남구 주월동 408-1번지 외 7필지,2012-11-30,35.1258628785675,126.897457855882
355,광주봉선,"광주광역시 남구 봉선동 109-8번지 1층 101,111호",2010-11-30,35.1228093417737,126.914310315722
1939,봉선이마트,광주광역시 남구 봉선동 1064 이마트,2022-03-11,35.1224129503302,126.916025777436
1577,광주지산DT,"광주광역시 동구 동명동 12-3, 12-6",2019-11-29,35.149744576979,126.92907924195
1545,광주동명,광주광역시 동구 동명동 197-7,2019-09-27,35.1504284919878,126.923533812203
1632,광주지원DT,광주광역시 동구 용산동 168-1,2020-04-17,35.1192086,126.924663
1287,광주지산유원지입구,광주광역시 동구 산수동 5,2017-10-30,35.154404654818,126.940553266739
877,광주황금,광주광역시 동구 황금동 107,2014-12-23,35.1473248366713,126.914627125066
188,충장서림,광주광역시 동구 금남로2가 35 무등맨션,2002-08-14,35.1480924959824,126.917313447963
2513,광주계림,"광주광역시 동구 계림동 483-8 101호, 102호, 103호",2026-01-30,35.1573521660869,126.917437759501
2383,조선대국제관,광주광역시 동구 서석동 359-1 국제관,2025-03-06,35.144756346926,126.931416902959
2442,광주문화전당,광주광역시 동구 광산동 77-3 1~2층,2025-09-24,35.1465578441714,126.918385615933
2058,광주충장DT,광주광역시 동구 불로동 178,2022-11-29,35.1443192392654,126.915000733139
1623,광주오치,광주광역시 북구 오치동 783-3,2020-03-27,35.1875157258335,126.898992682037
1641,광주연제DT,광주광역시 북구 연제동 1088,2020-05-22,35.1975102441368,126.866531821101
1436,광주신안DT,"광주광역시 북구 신안동 333, 333-1, 335-1, 335-3, 335-6",2018-11-22,35.1714546273778,126.894951949768
1299,광주매곡DT,광주광역시 북구 매곡동 15,2017-11-24,35.1898304048062,126.898560839371
1303,광주두암타운,광주광역시 북구 두암동 969-7 101호,2017-12-15,35.1621381540366,126.937358998355
1172,광주일곡,광주광역시 북구 일곡동 821-1,2017-02-15,35.2054830985149,126.898093648276
1025,광주북구청,광주광역시 북구 중흥동 276-1,2015-12-29,35.1747599896961,126.914419846388
963,광주첨단신용,광주광역시 북구 신용동 734,2015-08-05,35.2070124916916,126.864028622136
936,광주용두DT,광주광역시 북구 신용동 산41-19,2015-06-04,35.2128242,126.862577
61,전남대,"광주광역시 북구 용봉동 152-1 1,2,3층",2007-04-20,35.1771992084572,126.912480983945
482,광주용봉,광주광역시 북구 용봉동 1383-4,2012-02-24,35.1786895492174,126.895160670384
